word,count
coronavirus,142934
covid,76100
19,74201
covid19,70854
people,30505
amp,26464
us,22913
new,20722
pandemic,20217
trump,19939
cases,19872
via,19466
deaths,17902
news,14786
one,14230
like,14203
virus,14002
get,13668
lockdown,13635
world,13596
time,12672
health,12538
home,11834
help,11730
china,11670
death,11076
need,11072
would,10524
please,9998
know,9668
government,9550
could,9217
crisis,9147
many,8879
000,8843
good,8725
patients,8690
see,8644
day,8640
country,8615
stay,8136
realdonaldtrump,8056
state,7952
go,7742
even,7719
says,7561
first,7521
spread,7435
uk,7421
still,7374
fight,7321
going,7255
positive,7124
work,7056
testing,6979
take,6938
care,6933
workers,6877
due,6872
may,6814
make,6811
well,6807
think,6798
right,6793
india,6631
support,6581
let,6490
back,6436
also,6381
easter,6346
way,6195
today,6179
response,6170
re,6124
said,5832
say,5802
read,5764
live,5754
great,5685
times,5663
really,5634
much,5632
lives,5562
daily,5506
want,5491
stop,5488
outbreak,5472
died,5448
hospital,5403
number,5351
thank,5312
social,5282
every,5242
keep,5228
must,5156
april,5076
public,5058
total,5052
toll,5051
2020,5000
life,4973
nhs,4941
last,4922
test,4876
10,4785
america,4742
hope,4734
everyone,4664
states,4596
medical,4588
year,4578
days,4553
safe,4524
thanks,4520
president,4503
family,4485
ppe,4485
god,4453
got,4428
amid,4400
use,4353
italy,4332
latest,4326
never,4220
two,4151
food,4096
confirmed,4095
york,4090
come,4076
risk,4076
case,4052
americans,4044
corona,3999
week,3987
another,3986
money,3981
vaccine,3889
media,3857
countries,3835
better,3832
around,3831
quarantine,3815
man,3784
look,3777
tested,3775
20,3774
11,3766
face,3765
doctors,3760
give,3758
working,3740
die,3712
economy,3703
tests,3697
global,3692
stayhome,3683
million,3666
already,3639
getting,3610
staff,3601
data,3593
real,3590
business,3569
best,3567
free,3556
numbers,3515
video,3487
post,3485
update,3485
made,3466
weeks,3403
using,3395
without,3384
since,3374
dr,3372
ca,3370
chinese,3363
youtube,3351
anyone,3341
next,3317
done,3315
watch,3309
long,3301
call,3291
show,3283
put,3261
reported,3255
distancing,3247
yet,3245
masks,3238
far,3227
big,3226
thing,3219
updates,3208
love,3204
end,3189
city,3189
infected,3186
usa,3145
house,3138
needs,3135
check,3086
things,3049
flu,3039
ever,3034
together,3003
years,3002
community,3001
dying,2994
bill,2986
govt,2975
ve,2972
disease,2957
story,2955
reports,2945
find,2939
something,2928
article,2927
away,2925
google,2920
sure,2911
save,2902
making,2902
pm,2900
old,2883
enough,2847
police,2847
contact,2837
protect,2831
report,2804
order,2800
100,2795
share,2782
national,2772
coronaviruspandemic,2768
coming,2767
important,2761
hospitals,2758
others,2739
taking,2721
someone,2718
place,2717
nothing,2701
job,2697
open,2692
apple,2689
tell,2679
south,2662
feel,2655
person,2646
part,2630
mask,2623
app,2616
trying,2613
dead,2596
information,2593
human,2588
healthcare,2579
might,2573
american,2570
rate,2552
always,2532
yes,2529
true,2528
impact,2520
service,2519
team,2518
believe,2511
hard,2510
covid_19,2500
air,2499
start,2478
gt,2474
symptoms,2468
pay,2465
bad,2443
top,2430
online,2422
plan,2419
economic,2417
hit,2412
treatment,2400
system,2383
recovered,2382
homes,2381
bbc,2374
situation,2374
change,2368
across,2366
wrong,2360
white,2355
soon,2354
gop,2352
nurses,2323
early,2320
local,2312
united,2301
lost,2287
sick,2287
emergency,2286
county,2282
link,2281
seen,2278
relief,2271
services,2263
officials,2262
high,2259
lot,2255
least,2243
stayathome,2228
nation,2225
fighting,2209
saying,2199
population,2193
black,2185
shit,2183
saturday,2181
essential,2175
little,2173
cnn,2166
self,2155
minister,2148
actually,2144
wuhan,2142
per,2141
doctor,2139
anything,2136
24,2125
follow,2121
full,2118
measures,2114
patient,2102
everything,2095
gov,2088
covid__19,2079
sir,2078
action,2074
behind,2071
months,2061
drug,2060
happy,2057
used,2054
friends,2051
told,2050
the,2046
infection,2042
governor,2041
control,2039
less,2039
hours,2032
maybe,2019
makes,2018
experts,2011
called,2008
study,2000
line,1999
truth,1998
shows,1996
thought,1996
small,1990
fact,1973
sign,1972
found,1967
spreading,1966
whole,1966
understand,1963
cause,1963
point,1958
ago,1957
oh,1955
families,1954
30,1948
africa,1941
war,1940
worse,1933
close,1929
18,1926
fake,1916
fuck,1906
single,1904
continue,1902
research,1893
12,1889
breaking,1888
left,1880
children,1872
highest,1871
ask,1869
message,1863
related,1851
na,1850
march,1833
three,1831
month,1825
leaders,1814
looking,1809
listen,1803
immunity,1803
remember,1798
ll,1794
including,1791
front,1791
businesses,1791
different,1781
federal,1777
join,1771
possible,1762
citizens,1762
poor,1760
hands,1745
likely,1745
narendramodi,1742
nursing,1741
question,1737
closed,1725
learn,1724
political,1724
15,1714
thread,1703
socialdistancing,1699
given,1698
florida,1698
travel,1693
else,1692
fucking,1692
taken,1692
isolation,1686
church,1677
thousands,1674
fear,1674
instead,1670
problem,1670
ready,1670
reporting,1669
restrictions,1666
staysafe,1666
needed,1665
heart,1664
worst,1661
hold,1660
worldwide,1659
europe,1658
able,1656
normal,1651
power,1649
try,1643
kill,1639
rest,1637
helping,1635
ones,1634
talk,1632
efforts,1632
sad,1627
fauci,1627
13,1623
become,1620
mass,1620
vote,1619
means,1619
korea,1618
mail,1616
available,1613
according,1605
current,1601
questions,1600
living,1596
started,1595
spain,1586
frontline,1585
provide,1585
500,1584
blame,1578
mean,1575
act,1573
wants,1571
seems,1567
administration,1562
reason,1560
infections,1559
rt,1555
weekend,1554
despite,1552
leadership,1550
sorry,1549
nyc,1547
rise,1546
future,1544
british,1539
hear,1538
nytimes,1537
prevent,1532
history,1531
in,1528
yesterday,1527
johnson,1526
force,1524
source,1522
nigeria,1519
stupid,1518
women,1516
name,1516
science,1514
tracing,1514
interesting,1509
deadly,1508
members,1502
agree,1497
kids,1495
non,1492
knew,1492
failure,1490
came,1489
party,1488
based,1486
almost,1486
school,1485
affected,1485
cure,1481
half,1478
50,1468
law,1464
lack,1463
coronavirusoutbreak,1462
market,1458
increase,1456
friday,1451
key,1447
past,1445
chief,1438
idea,1437
industry,1436
tweet,1435
canada,1434
low,1432
decision,1426
iran,1419
second,1416
tracking,1416
boris,1416
it,1415
wait,1412
cdc,1412
talking,1412
leave,1408
download,1407
etc,1406
though,1400
texas,1397
set,1396
safety,1395
wo,1394
sense,1393
dangerous,1386
office,1383
residents,1379
matthancock,1378
dies,1372
run,1372
fox,1364
press,1363
especially,1363
recovery,1362
victims,1361
group,1360
inside,1358
scientists,1358
records,1356
shut,1351
hand,1349
stimulus,1347
twitter,1347
slow,1345
ventilators,1343
fund,1334
giving,1332
anti,1330
among,1330
morning,1325
happen,1325
vulnerable,1322
novel,1320
rules,1318
indian,1311
probably,1309
took,1309
ppl,1304
covid2019,1304
aid,1302
serious,1302
advice,1300
5g,1300
university,1299
lies,1298
seriously,1290
higher,1289
major,1284
buy,1284
exposed,1283
course,1279
special,1276
running,1275
matter,1275
huge,1274
calling,1274
bring,1273
thinking,1272
amazing,1272
supplies,1270
alone,1269
potus,1265
evidence,1265
stand,1265
donate,1263
gets,1262
communities,1259
modi,1257
warns,1257
happening,1250
guy,1245
deal,1243
record,1242
looks,1239
outside,1237
area,1237
night,1234
election,1234
words,1232
till,1231
technology,1230
ways,1228
biggest,1227
schools,1221
light,1220
bank,1220
clear,1218
access,1218
issue,1216
wearing,1216
issues,1216
african,1216
return,1214
killing,1213
battle,1212
threat,1208
list,1203
play,1200
wonder,1200
leader,1198
kind,1198
finally,1197
comes,1196
jobs,1195
nurse,1195
hell,1195
watching,1195
employees,1193
companies,1189
we,1189
blood,1189
mr,1185
dear,1182
account,1182
foxnews,1181
calls,1180
following,1179
resources,1177
pass,1176
healthy,1176
caused,1172
eu,1171
facts,1170
14,1168
loved,1167
info,1166
gon,1165
hydroxychloroquine,1163
entire,1162
playing,1161
goes,1161
critical,1158
rather,1156
treat,1156
demand,1154
cities,1154
late,1154
millions,1153
visit,1151
ok,1150
woman,1149
asked,1147
wear,1145
california,1144
age,1144
damn,1143
body,1140
went,1139
general,1139
policy,1138
hi,1137
seeing,1137
keeping,1137
move,1136
lead,1132
absolutely,1130
students,1130
game,1126
friend,1126
staying,1125
bringing,1122
disaster,1122
petition,1121
mind,1121
australia,1119
showing,1119
failed,1117
head,1117
democrats,1116
continues,1114
guys,1113
usps,1112
pmoindia,1111
tv,1110
hey,1110
negative,1110
germany,1109
water,1109
company,1108
wow,1107
allowed,1106
claims,1106
track,1105
donald,1105
results,1104
financial,1102
immune,1102
jesus,1101
count,1100
killed,1100
forget,1099
answer,1099
task,1096
security,1096
worth,1088
official,1087
equipment,1086
washington,1085
responsible,1085
currently,1078
send,1077
campaign,1077
asking,1074
step,1072
handling,1072
known,1069
pray,1069
reality,1068
break,1064
wish,1063
private,1063
politics,1063
period,1061
nearly,1055
curve,1054
society,1051
imagine,1048
france,1045
moment,1045
bit,1040
17,1038
common,1038
proud,1035
stayhomesavelives,1035
music,1034
supply,1034
longer,1032
delhi,1032
viral,1032
gates,1031
january,1030
survive,1029
icu,1028
whether,1028
leading,1021
trust,1021
40,1020
16,1020
november,1019
nature,1018
avoid,1016
billion,1015
racist,1015
virtual,1014
international,1014
ahead,1012
guidelines,1012
department,1011
word,1010
result,1010
gives,1006
takes,1006
strategy,1004
suffering,1003
guardian,1003
figures,1002
humanity,998
difficult,996
stories,993
works,993
orders,992
guess,990
2019,987
25,987
hate,986
piece,985
either,982
heard,982
lol,981
warning,978
level,976
unemployment,973
taiwan,972
side,972
announced,969
nice,969
rights,968
this,967
strong,964
ensure,963
lying,961
date,960
pretty,957
epidemic,956
lockdowns,954
within,953
potential,951
turn,951
reading,949
four,948
allow,948
animals,946
brilliant,942
gone,940
mental,938
beat,936
deliver,936
cover,936
plans,934
telling,934
funding,933
cut,931
sent,931
severe,930
extend,930
conspiracy,929
sars,929
lines,928
paid,927
west,926
knows,925
exactly,924
ny,924
false,922
drive,921
overcome,920
briefing,918
personal,917
center,916
term,916
effects,916
religious,916
release,915
short,915
funds,912
folks,911
focus,910
facebook,910
putting,909
released,909
details,908
waiting,907
shame,906
conditions,904
smartnews,904
secretary,904
quickly,904
opinion,904
recorded,903
model,903
sunday,902
forward,902
republicans,900
remain,897
treating,895
viruses,895
happened,895
cost,894
