words,ocurrences
panic,497
fear,2174
sad,1606
mental,2435
mind,1346
sorry,1327
shame,908
hate,1162
hell,1533
bad,3095
feel,2751
feeling,905
shit,2263
worst,1789
worse,1792
blame,1393
lonely,96
chaos,602
mad,402
ruined,163
anxiety,711
stress,857
stressed,200
phobia,7
shame,908
hurt,491
disorder,103
loneliness,129
turmoil,83
anger,265
horror,802
rage,91
fate,142
nervous,101
restless,12
depression,593
grief,253
worry,829
worried,842
angst,13
depressed,79
suicide,574
suffer,504
suffering,1030
uncertainty,505
uneasy,16
sadness,51
afraid,494
alone,1262
suicidal,32
mood,140
tension,75
anxious,185
desperate,395
dismal,24
exhausted,86
insecure,50
distress,182
distressed,38
frustration,108
disgusting,557
boredom,39
bored,155
insane,337
stupidity,499
bullshit,733
uncertain,368
displeased,1
uncomfortable,101
melancholy,5
overwhelmed,214
pessimistic,22
unhappy,47
upset,172
outrage,183
ass,813
damn,1019
covidiot,167
terrify,7
terrified,120
terrifying,202
distrust,42
scare,273
scared,453
scaring,38
dread,29
failed,1959
failed,1959
failure,1131
fuck,1737
fucking,1589
miserable,59
regret,180
shock,455
shocked,295
negligence,234
betrayed,19
cry,264
crying,235
idiot,777
idiots,601
selfish,316
upheaval,42
mess,470
crisis,11677
horrible,405
violence,685
abuse,545
rape,84
stupid,1560
