words,ocurrences
panic,1044
fear,1845
sad,2036
mental,1140
mind,1131
sorry,1318
shame,890
hate,1110
hell,1222
bad,2589
feel,2251
feeling,752
shit,2751
worst,1605
worse,1961
blame,1596
lonely,122
chaos,407
mad,411
ruined,170
anxiety,736
stress,568
stressed,140
phobia,6
shame,890
hurt,306
disorder,59
loneliness,52
turmoil,32
anger,151
horror,125
rage,65
fate,108
nervous,74
restless,15
depression,273
grief,134
worry,797
worried,1111
angst,11
depressed,68
suicide,655
suffer,346
suffering,754
uncertainty,257
uneasy,9
sadness,78
afraid,444
alone,1255
suicidal,19
mood,97
tension,34
anxious,190
desperate,274
dismal,9
exhausted,61
insecure,33
distress,117
distressed,17
frustration,49
disgusting,745
boredom,97
bored,265
insane,387
stupidity,463
bullshit,570
uncertain,181
displeased,0
uncomfortable,46
melancholy,1
overwhelmed,328
pessimistic,23
unhappy,18
upset,147
outrage,119
ass,1142
damn,1248
covidiot,193
terrify,3
terrified,201
terrifying,243
distrust,18
scare,275
scared,740
scaring,49
dread,34
failed,1585
failed,1585
failure,1514
fuck,2443
fucking,2132
miserable,60
regret,100
shock,295
shocked,223
negligence,264
betrayed,17
cry,224
crying,208
idiot,838
idiots,541
selfish,390
upheaval,17
mess,372
crisis,8436
horrible,397
violence,471
abuse,403
rape,40
stupid,1549
