words,ocurrences
panic,2686
fear,1841
sad,1316
mental,922
mind,1162
sorry,1383
shame,759
hate,1335
hell,1224
bad,2566
feel,2587
feeling,981
shit,3699
worst,1335
worse,1862
blame,1283
lonely,93
chaos,498
mad,504
ruined,170
anxiety,1141
stress,710
stressed,207
phobia,7
shame,759
hurt,376
disorder,54
loneliness,77
turmoil,104
anger,124
horror,116
rage,42
fate,54
nervous,104
restless,22
depression,290
grief,65
worry,922
worried,1175
angst,14
depressed,66
suicide,114
suffer,280
suffering,567
uncertainty,565
uneasy,13
sadness,40
afraid,463
alone,954
suicidal,17
mood,186
tension,44
anxious,278
desperate,204
dismal,11
exhausted,53
insecure,30
distress,78
distressed,20
frustration,49
disgusting,609
boredom,88
bored,279
insane,321
stupidity,364
bullshit,577
uncertain,341
displeased,0
uncomfortable,44
melancholy,5
overwhelmed,234
pessimistic,16
unhappy,18
upset,213
outrage,101
ass,1312
damn,1534
covidiot,0
terrify,10
terrified,140
terrifying,533
distrust,32
scare,563
scared,783
scaring,51
dread,30
failed,557
failed,557
failure,489
fuck,3128
fucking,2593
miserable,64
regret,125
shock,229
shocked,152
negligence,173
betrayed,14
cry,229
crying,254
idiot,780
idiots,710
selfish,674
upheaval,26
mess,347
crisis,7432
horrible,321
violence,223
abuse,149
rape,17
stupid,1610
