words,ocurrences
panic,89
fear,777
sad,307
mental,638
mind,356
sorry,311
shame,235
hate,440
hell,382
bad,850
feel,751
feeling,265
shit,660
worst,482
worse,672
blame,399
lonely,19
chaos,88
mad,99
ruined,359
anxiety,143
stress,232
stressed,47
phobia,6
shame,235
hurt,82
disorder,95
loneliness,27
turmoil,22
anger,55
horror,41
rage,23
fate,26
nervous,31
restless,2
depression,115
grief,73
worry,288
worried,203
angst,3
depressed,7
suicide,91
suffer,238
suffering,237
uncertainty,117
uneasy,1
sadness,20
afraid,147
alone,263
suicidal,6
mood,24
tension,13
anxious,51
desperate,65
dismal,11
exhausted,41
insecure,6
distress,53
distressed,4
frustration,45
disgusting,120
boredom,4
bored,22
insane,91
stupidity,113
bullshit,219
uncertain,47
displeased,1
uncomfortable,16
melancholy,0
overwhelmed,120
pessimistic,3
unhappy,7
upset,39
outrage,29
ass,225
damn,297
covidiot,36
terrify,2
terrified,28
terrifying,34
distrust,19
scare,81
scared,168
scaring,11
dread,4
failed,452
failed,452
failure,2109
fuck,514
fucking,509
miserable,16
regret,17
shock,67
shocked,111
negligence,57
betrayed,8
cry,69
crying,71
idiot,163
idiots,169
selfish,106
upheaval,3
mess,134
crisis,1335
horrible,80
violence,264
abuse,135
rape,24
stupid,449
