words,ocurrences
panic,68
fear,400
sad,180
mental,330
mind,228
sorry,157
shame,180
hate,156
hell,178
bad,434
feel,404
feeling,158
shit,333
worst,346
worse,317
blame,279
lonely,7
chaos,34
mad,50
ruined,38
anxiety,88
stress,125
stressed,36
phobia,6
shame,180
hurt,104
disorder,13
loneliness,18
turmoil,2
anger,28
horror,23
rage,12
fate,8
nervous,40
restless,3
depression,59
grief,52
worry,122
worried,200
angst,2
depressed,10
suicide,22
suffer,102
suffering,204
uncertainty,35
uneasy,3
sadness,12
afraid,95
alone,178
suicidal,4
mood,9
tension,15
anxious,37
desperate,55
dismal,3
exhausted,11
insecure,4
distress,66
distressed,9
frustration,18
disgusting,63
boredom,1
bored,23
insane,65
stupidity,68
bullshit,143
uncertain,34
displeased,0
uncomfortable,10
melancholy,0
overwhelmed,25
pessimistic,3
unhappy,10
upset,26
outrage,46
ass,102
damn,143
covidiot,20
terrify,3
terrified,21
terrifying,18
distrust,8
scare,58
scared,63
scaring,8
dread,2
failed,236
failed,236
failure,190
fuck,235
fucking,209
miserable,28
regret,29
shock,27
shocked,43
negligence,62
betrayed,7
cry,32
crying,59
idiot,109
idiots,82
selfish,43
upheaval,2
mess,58
crisis,736
horrible,54
violence,153
abuse,73
rape,13
stupid,266
