words,ocurrences
panic,186
fear,765
sad,370
mental,938
mind,362
sorry,302
shame,255
hate,314
hell,363
bad,870
feel,873
feeling,337
shit,599
worst,645
worse,515
blame,399
lonely,30
chaos,71
mad,288
ruined,48
anxiety,239
stress,424
stressed,78
phobia,12
shame,255
hurt,106
disorder,76
loneliness,47
turmoil,11
anger,43
horror,51
rage,29
fate,19
nervous,51
restless,3
depression,217
grief,83
worry,536
worried,247
angst,5
depressed,27
suicide,121
suffer,540
suffering,296
uncertainty,144
uneasy,1
sadness,13
afraid,196
alone,382
suicidal,7
mood,51
tension,22
anxious,61
desperate,95
dismal,10
exhausted,51
insecure,11
distress,40
distressed,8
frustration,33
disgusting,89
boredom,10
bored,19
insane,105
stupidity,131
bullshit,186
uncertain,113
displeased,1
uncomfortable,24
melancholy,0
overwhelmed,76
pessimistic,8
unhappy,6
upset,61
outrage,67
ass,188
damn,341
covidiot,37
terrify,2
terrified,29
terrifying,45
distrust,26
scare,114
scared,175
scaring,13
dread,9
failed,422
failed,422
failure,799
fuck,570
fucking,451
miserable,63
regret,25
shock,92
shocked,70
negligence,83
betrayed,8
cry,79
crying,47
idiot,143
idiots,187
selfish,123
upheaval,4
mess,117
crisis,1456
horrible,93
violence,327
abuse,116
rape,33
stupid,480
