words,ocurrences
panic,447
fear,1565
sad,1752
mental,832
mind,999
sorry,1047
shame,823
hate,1191
hell,1160
bad,2613
feel,2318
feeling,573
shit,2311
worst,1820
worse,2170
blame,1212
lonely,32
chaos,236
mad,282
ruined,111
anxiety,331
stress,423
stressed,89
phobia,3
shame,823
hurt,264
disorder,82
loneliness,29
turmoil,28
anger,191
horror,299
rage,110
fate,71
nervous,95
restless,3
depression,271
grief,110
worry,693
worried,679
angst,6
depressed,62
suicide,718
suffer,455
suffering,856
uncertainty,202
uneasy,7
sadness,63
afraid,423
alone,890
suicidal,27
mood,77
tension,106
anxious,84
desperate,227
dismal,32
exhausted,65
insecure,29
distress,62
distressed,16
frustration,49
disgusting,366
boredom,24
bored,73
insane,374
stupidity,529
bullshit,472
uncertain,87
displeased,3
uncomfortable,102
melancholy,1
overwhelmed,260
pessimistic,16
unhappy,24
upset,149
outrage,79
ass,1034
damn,1359
covidiot,313
terrify,6
terrified,123
terrifying,213
distrust,22
scare,220
scared,509
scaring,35
dread,21
failed,1631
failed,1631
failure,1305
fuck,1866
fucking,1792
miserable,56
regret,84
shock,150
shocked,633
negligence,263
betrayed,34
cry,158
crying,163
idiot,915
idiots,709
selfish,442
upheaval,22
mess,399
crisis,3897
horrible,362
violence,322
abuse,249
rape,50
stupid,2267
