word,count
the,105742
to,72429
of,61100
covid,59009
19,52724
in,48709
and,46206
covid19,33645
for,29170
is,28359
on,19770
are,18977
with,17800
it,17524
you,16889
coronavirus,16594
that,16350
this,16023
vaccine,15566
we,14355
at,14103
be,13678
from,13671
by,13629
not,12879
have,12516
as,12502
amp,11865
cases,11549
new,11172
pandemic,10693
2021,10227
has,9775
more,9625
people,9477
will,8776
now,8519
all,8034
they,7840
your,7724
vaccines,7176
can,7023
06,6947
who,6906
their,6820
health,6667
about,6656
get,6636
but,6623
up,6544
capacity,6424
vaccination,6424
or,6286
our,6237
was,6220
if,6204
no,6069
vaccinated,5987
re,5950
whatshappeninginmyanmar,5689
what,5683
so,5645
how,5572
available,5562
were,5436
an,5430
been,5326
28,5244
us,5168
government,4955
out,4950
delta,4922
variant,4854
deaths,4832
news,4761
after,4686
there,4672
one,4569
over,4463
18,4434
just,4361
wave,4354
my,4214
do,4210
which,4197
being,4087
than,4036
virus,3967
june,3957
here,3924
lockdown,3897
against,3889
age,3863
india,3817
june28coup,3696
via,3605
third,3581
recognizenug,3552
today,3504
time,3404
like,3388
45,3324
29,3300
had,3277
he,3275
myanmar,3245
still,3230
don,3215
restrictions,3189
when,3178
dates,3161
limit,3157
cowin,3155
pune,3142
min,3133
only,3118
world,3111
why,3097
first,3090
pin,3071
military,3064
need,3059
dose2,3053
dose1,3051
vaccinepune,3050
coup,3017
facing,2911
covishield,2898
day,2895
uk,2886
may,2879
please,2849
during,2835
help,2820
pfizer,2786
study,2782
says,2735
year,2730
know,2725
many,2724
inhumane,2657
milkteaalliance,2656
last,2654
country,2652
atrocious,2648
should,2628
its,2604
some,2588
these,2452
due,2438
other,2438
ministry,2433
even,2421
positive,2396
good,2365
his,2344
total,2342
department,2297
would,2293
because,2292
those,2285
hospital,2283
me,2278
doses,2273
mask,2267
most,2251
go,2247
000,2239
30,2231
australia,2220
see,2195
read,2184
forced,2179
update,2178
them,2148
dose,2133
spread,2130
work,2129
test,2123
public,2109
terrorists,2103
july,2099
said,2097
could,2086
back,2080
state,2076
since,2055
death,2051
sign,2051
any,2050
sac,2030
fully,2026
data,2021
latest,2006
care,1998
previously,1991
also,1990
daily,1989
take,1975
safe,1971
going,1953
very,1943
loans,1940
monday,1916
make,1911
patients,1911
live,1908
week,1902
well,1899
moderna,1887
risk,1882
into,1880
agriculture,1867
children,1861
10,1855
servants,1851
cdm,1849
livestock,1848
nug,1847
redeem,1846
long,1844
cooperatives,1843
irrigation,1839
redeemed,1839
june27coup,1832
years,1821
2020,1819
days,1812
did,1807
reports,1801
got,1768
getting,1757
support,1753
appointments,1743
two,1737
number,1728
near,1726
free,1715
china,1707
home,1702
life,1691
case,1661
reported,1660
under,1641
second,1633
where,1629
rate,1614
million,1604
immunity,1597
before,1586
made,1576
way,1574
stop,1570
keep,1553
must,1549
think,1548
00,1546
ve,1539
say,1537
down,1526
masks,1520
countries,1504
cvs,1497
testing,1480
another,1479
her,1475
12,1474
50,1466
want,1465
infections,1464
right,1449
school,1436
died,1432
let,1431
everyone,1430
end,1428
travel,1420
dr,1414
business,1404
much,1401
she,1391
states,1389
canada,1380
workers,1379
while,1378
response,1370
around,1370
report,1369
again,1366
global,1362
yet,1356
south,1347
pmcpvaccines,1346
variants,1344
medical,1343
15,1342
stay,1342
use,1342
then,1336
24,1331
high,1318
africa,1313
every,1310
astrazeneca,1306
never,1304
impact,1303
great,1288
find,1285
research,1281
infection,1281
per,1277
tests,1270
through,1267
too,1258
100,1251
full,1250
community,1250
minister,1248
times,1238
lives,1228
months,1226
protect,1215
check,1207
across,1202
open,1201
really,1198
same,1197
does,1196
outbreak,1186
likely,1183
fight,1183
27,1158
am,1158
lab,1158
information,1157
trump,1144
family,1141
population,1134
least,1133
20,1125
off,1121
media,1121
wuhan,1120
disease,1117
continue,1112
thanks,1106
protection,1105
come,1101
look,1099
social,1091
crisis,1082
deltavariant,1072
until,1064
far,1062
already,1056
shot,1054
give,1051
three,1046
team,1044
better,1044
president,1040
corona,1032
measures,1032
face,1027
according,1026
pm,1025
few,1019
hours,1008
part,1008
tested,1007
recovery,1001
done,1001
local,999
without,998
county,994
next,993
didn,993
updates,992
infected,991
numbers,988
national,984
schools,983
safety,982
vaccinations,978
doesn,976
pa,975
post,968
best,967
mrna,961
14,957
jab,955
thank,954
effective,946
confirmed,945
including,941
received,939
city,936
economy,930
students,921
govt,918
immune,916
administered,912
weeks,912
important,910
top,910
finds,908
cause,907
science,906
him,903
announced,900
follow,899
anyone,898
quarantine,895
among,895
working,892
learn,889
market,888
old,886
21,886
start,886
found,884
covidvaccine,878
money,878
symptoms,877
amid,873
call,872
relief,872
article,866
current,864
coming,863
enough,862
pay,861
heart,861
change,859
low,858
economic,857
cdc,849
big,849
ll,847
johnson,847
lockdowns,842
effects,839
chinese,837
watch,836
11,836
healthcare,828
usa,827
contact,823
believe,823
hope,819
month,815
both,815
lasting,814
rules,813
rates,812
active,811
covid_19,811
visit,810
person,804
less,802
doing,801
breaking,798
gt,795
such,794
won,793
god,791
soon,788
kids,788
story,784
between,784
save,784
show,783
outbreaks,782
summer,781
women,779
join,777
online,775
related,774
auspol,774
provide,773
order,772
real,771
situation,769
given,767
video,766
control,765
rise,764
treatment,763
almost,762
22,762
drug,760
possible,759
ccp,759
wearing,757
put,755
staff,752
evidence,752
despite,749
17,749
human,747
taking,746
sure,744
early,740
thing,740
centre,739
isn,738
system,730
wear,730
fda,730
hit,729
results,728
book,722
01,720
sydney,716
having,712
lost,709
party,709
own,708
nothing,708
used,700
level,696
adults,696
emergency,695
based,695
needs,695
nearly,695
doctors,693
07,693
40,692
increase,689
share,688
unvaccinated,687
past,685
yes,684
25,684
remember,684
experts,683
plus,679
link,678
residents,678
details,677
love,674
food,673
ago,672
job,672
education,671
japan,669
shots,667
following,665
below,664
produce,664
might,662
indian,657
shows,657
using,656
die,653
making,652
register,648
others,647
officials,646
sars,646
united,646
highest,644
americans,644
things,643
normal,642
place,641
young,641
looking,641
set,640
nsw,639
told,637
american,635
england,634
term,632
bad,630
recorded,630
ever,629
spreading,628
needed,628
covaxin,627
13,627
2nd,622
called,620
away,617
plan,617
ivermectin,617
rs,615
border,613
announces,611
clinic,611
future,610
side,610
biden,610
javid,609
fact,609
region,606
someone,606
survey,603
further,602
whole,602
2019,600
surge,597
hard,597
scientists,595
feel,594
always,592
md,590
flu,588
ontario,587
america,586
group,586
expert,584
affected,584
businesses,584
point,583
access,582
different,581
highly,580
hospitals,580
records,580
vaccinate,578
oh,578
something,577
close,576
crore,574
dangerous,574
haven,573
police,573
australian,572
info,572
actually,570
mean,569
16,568
wimbledon,566
tell,565
anti,565
60,564
26,563
list,562
lot,560
man,560
self,557
vax,555
eu,554
48,553
date,552
industry,552
1st,549
tomorrow,549
return,548
record,544
small,544
uganda,541
app,540
court,540
each,538
photo,536
nhs,535
mondaythoughts,532
yourself,532
23,530
become,528
prevent,528
five,528
modi,526
makes,526
deadly,525
center,524
hands,524
air,523
aged,522
leaders,521
chief,521
instead,520
cov,520
child,520
trying,520
saying,519
families,518
flights,518
services,517
taken,516
district,516
black,515
true,515
caused,513
means,512
severe,511
international,511
recoveries,509
appointment,509
sunday,507
act,506
four,505
citizens,502
boris,502
reason,501
office,499
event,497
pcr,497
university,497
46,496
ban,496
half,495
policy,494
especially,494
democratic,493
staysafe,492
wait,491
program,491
03,490
little,487
march,486
growth,486
everything,486
toll,485
seen,484
49,484
contagious,483
communities,482
together,482
questions,482
co,479
funds,479
once,478
asia,476
seems,476
ahead,475
left,474
fear,474
99,473
closed,473
able,473
olympics,472
maybe,470
secretary,470
eligible,469
serious,467
music,466
thousands,465
oxford,465
reach,464
spike,463
continues,463
reporting,463
recent,462
common,461
youtube,461
yesterday,460
issues,459
north,458
paid,458
higher,456
perth,456
lowest,456
sector,455
guidelines,454
podcast,453
digital,451
sick,450
fighting,450
avoid,450
within,450
millions,450
technology,450
though,449
analysis,448
receive,448
morning,447
walk,447
press,446
hancock,446
source,446
lakh,445
power,444
funding,444
blood,444
history,443
offer,443
protocols,441
chance,441
shit,441
members,439
war,439
gov,439
longer,438
3rd,438
key,438
europe,437
drive,437
scientist,437
major,436
dying,435
body,434
official,433
warning,431
line,430
dead,430
strain,430
sajid,430
bring,429
killed,429
service,429
90,428
rising,428
booster,428
union,427
result,427
understand,427
single,426
friends,426
living,426
federal,426
code411004,425
came,425
mental,425
negative,424
80,423
meeting,423
areas,422
weekend,421
anything,420
email,420
markets,420
force,419
financial,418
pmc,418
started,418
thought,416
remain,416
32,415
non,415
till,415
worse,414
detect,412
fall,410
scheme,409
aren,409
sites,408
recovered,408
released,407
ask,407
interesting,407
narendramodi,406
98,405
200,404
az,404
prime,403
starting,403
rollout,403
parents,403
47,402
pvaccines,402
employees,401
trial,401
jun,400
potential,400
zero,398
website,398
distancing,398
name,398
truth,397
wrong,396
nation,394
kong,394
cent,393
events,393
increased,393
mandatory,392
allowed,392
listen,392
fuck,392
additional,392
late,391
infectious,391
ready,390
sa,390
former,390
facilities,389
law,389
hong,389
russia,388
fauci,388
worldwide,388
transmission,388
experience,388
private,387
inflammation,387
effect,386
scientific,385
published,384
trust,384
suggests,384
demand,383
concern,383
several,383
gets,383
potus,382
currently,382
sajidjavid,382
strong,382
positivity,381
administration,381
jabs,381
viral,381
whether,381
concerns,381
political,380
behind,380
37,380
toronto,379
york,379
question,379
researchers,379
hear,378
chaos,378
70,376
pakistan,376
ones,375
happy,374
spreads,374
companies,374
project,373
fast,373
42,373
02,373
31,373
petition,373
uae,373
father,373
rural,372
mass,372
talk,372
package,372
tokyo,371
comes,371
looks,370
happened,370
issue,370
doctor,370
studies,369
discharged,368
sense,368
problem,368
cannot,367
expected,366
house,366
decision,365
israel,365
site,365
west,365
interest,364
morrison,363
super,362
ensure,362
move,362
billion,362
company,360
plans,360
april,359
mentalhealth,359
beyond,359
vat,359
greater,358
required,358
friday,356
played,356
antibodies,355
queensland,355
try,354
efforts,354
helps,354
reduce,354
claims,354
themselves,354
96,353
freedom,353
click,353
rest,353
happening,352
step,351
african,351
challenges,351
kill,351
indonesia,350
covidiots,350
course,350
works,349
huge,349
role,349
places,348
took,347
delhi,347
average,346
politics,346
imfnews,346
ways,344
giving,344
viruses,344
tech,344
hospitalized,343
clinics,342
increasing,342
forward,342
created,341
else,341
patient,341
special,340
individuals,340
action,340
etc,340
changes,339
advice,339
hold,339
cnn,339
pmoindia,339
clinical,339
rare,338
matter,337
nursing,336
singapore,336
general,336
finance,336
34,335
development,335
updated,334
135,334
developed,333
twitter,332
getvaccinated,331
woman,331
natural,331
essential,330
lower,329
premier,329
later,328
allow,327
risks,327
white,326
recover,326
extended,325
happen,325
rapid,325
emergence,325
finally,324
wonder,324
management,323
fresh,322
run,322
jobs,322
healthy,321
authorities,321
critical,320
adds,320
vulnerable,320
leaked,320
significant,320
boost,319
trials,319
pass,318
opportunity,318
area,318
gives,318
wake,317
33,317
either,317
cr,317
approved,317
british,317
clear,316
six,316
deal,316
thread,315
regarding,315
went,315
campaign,314
worst,314
fucking,314
ordered,314
damage,314
systems,313
nytimes,313
scotland,313
pmcvaccines,312
cruise,312
head,312
game,312
period,311
central,311
california,310
fake,310
linked,310
failing,309
learning,309
levels,309
threat,308
discuss,308
hi,308
personal,307
09,307
cities,307
double,307
sir,307
held,306
fined,306
spending,306
however,306
sinovac,306
create,306
status,306
election,306
facts,305
play,305
talking,305
stupid,304
entire,303
webinar,303
origin,302
biontech,302
alert,301
forget,300
stayhome,300
lead,300
isolation,299
waiting,299
tuesday,299
drop,298
known,298
request,298
hospitalizations,297
note,297
exposure,297
leave,297
calling,297
race,297
brain,297
violence,296
44,296
raising,296
final,296
changed,296
approach,296
opening,296
148,295
supply,295
scottmorrisonmp,295
add,295
problems,295
euro2020,294
conference,294
italy,294
folks,294
paper,293
stats,293
breakingnews,293
lack,293
illness,292
amazing,292
ok,292
lies,292
figures,292
tweet,291
street,291
borisjohnson,291
theory,290
large,290
poor,290
covid19aus,289
orders,289
idea,289
youth,289
600,289
director,289
wsj,289
probably,288
2022,288
arrested,288
match,288
rt,288
regulations,288
complete,287
review,287
tax,286
lie,286
short,286
ppl,285
malaysia,285
detected,285
wide,285
oxygen,284
crypto,284
moscow,284
icu,284
lol,284
matt,284
pre,283
wants,283
rights,283
prevention,283
leadership,283
bit,283
along,283
tourism,283
worried,283
earlier,283
roll,282
sectors,282
36,281
count,281
38,281
statement,280
origins,280
host,280
hey,279
humans,279
failed,279
weekly,279
wearamask,279
east,279
breakthrough,279
word,278
worth,278
meet,278
water,277
39,277
epidemic,277
wa,276
wow,276
caexams,276
guidance,276
helping,275
bangladesh,275
northern,275
conspiracy,275
airport,275
break,275
mobile,275
japanese,275
dear,274
sent,274
gone,274
lawyer,274
shares,273
reached,273
wednesday,273
european,273
cost,273
january,273
statistics,272
junta,272
province,272
night,272
30th,272
mumbai,271
beginning,271
member,271
loss,270
cold,270
leak,269
crime,269
adverse,269
suffering,269
institute,269
59,269
plague,269
wish,269
thailand,268
proof,268
calls,268
500,268
insurance,268
travellers,268
led,267
35,267
showing,267
novel,267
bill,266
mortality,266
kind,266
vigilant,266
curb,265
win,265
goes,265
london,264
buy,264
germany,264
absolutely,264
mother,263
museveni,263
ongoing,263
mark,263
nsitharaman,263
victims,262
worked,262
address,262
focus,262
receiving,262
players,262
shut,262
sahyadri,261
28th,261
wasn,261
sarscov2,261
foreign,261
green,261
cover,260
41,260
vs,259
mind,259
attention,259
previous,259
strategy,259
answer,258
income,258
security,258
medicine,258
st,258
seriously,257
unless,257
easy,257
broke,257
resources,257
cdcgov,257
hand,256
outside,256
western,256
seeing,256
busy,256
release,255
covid19nsw,255
100k,255
pregnant,255
cup,254
series,254
road,254
nice,254
camp,253
red,252
domestic,252
added,252
killing,252
heard,252
guess,252
keeping,252
college,252
mohfw_india,251
abc,251
pcmc,251
experimental,251
false,251
loan,251
benefits,250
identified,250
sorry,250
recently,250
asked,250
labs,250
boosters,250
launch,249
present,249
biggest,248
tigraygenocide,248
responses,248
governments,248
compared,248
spain,248
exactly,247
army,247
distance,247
diagnosed,247
guys,246
growing,246
capital,245
mandate,245
gonna,245
rather,245
trending,245
apply,245
percent,245
fears,245
affect,244
indiafightscorona,244
un,244
heat,244
57,244
september,244
treat,243
providing,243
diseases,243
yeah,243
saturday,243
reading,242
rd,242
enter,242
bc,241
training,240
bringing,240
society,240
97,240
proud,240
lifted,240
dense,240
explain,239
send,239
misinformation,238
explains,238
quickly,238
building,238
require,238
herd,238
blog,238
forever,238
men,237
mild,237
stories,237
cells,237
stand,237
opportunities,237
efficacy,237
provided,236
contain,236
slow,236
remains,236
extremely,236
alcohol,235
pretty,235
72,234
throughout,234
progress,234
initiative,234
868,234
93,233
mixing,233
climate,233
43,233
opened,233
moment,233
above,233
journal,232
borders,232
credit,232
sports,232
ending,231
victoria,231
thursday,231
account,231
hell,231
hate,231
build,230
groups,230
policies,230
brought,230
episode,230
impacted,230
mp,229
leader,229
reuters,229
sharing,229
britain,229
leading,228
aid,228
track,228
979,227
blame,227
nepal,227
older,227
treatments,227
offering,227
moving,226
lord,226
push,226
covid19vaccine,225
class,225
homes,225
view,224
hotel,224
employment,224
phase,224
committee,224
consequences,224
indoors,224
assistance,224
miss,223
pop,223
findings,223
95,223
coronaviruspandemic,223
ap,223
impacts,223
89,222
opinion,222
asking,222
cabinet,222
propaganda,222
covidvaccination,222
breach,222
catch,221
ill,221
fine,221
consider,221
agree,220
imagine,220
pride,220
download,220
florida,220
tells,220
welcome,220
concerned,219
running,219
wanted,219
season,219
knew,219
takes,218
began,218
tonight,218
alone,218
texas,218
games,217
mr,217
bank,217
gop,217
taiwan,217
causing,216
council,215
failure,215
mon,215
programme,215
process,215
reopening,215
centres,214
delay,214
protected,214
map,214
fraud,214
guarantee,214
putting,213
passenger,213
extra,212
asian,212
cancer,212
loved,212
helped,212
sad,212
responsible,212
saw,212
twice,211
page,211
majority,211
board,211
helpline,211
dedicated,210
example,210
reminder,210
05,210
planning,210
fm,210
parts,209
rule,209
difficult,209
august,209
largest,209
battle,209
fund,209
island,209
football,208
deltaplusvariant,208
light,208
cancelled,208
schedule,208
awareness,208
hmrc,208
myanmarsc,208
disaster,207
france,207
ramaphosa,207
senior,207
fun,207
playing,207
solutions,207
thai,207
urges,207
dawaungsansuukyi,207
stimulus,206
travelgov,206
covid19vic,205
success,205
attack,204
hundreds,204
turn,204
cash,204
conditions,204
discussion,204
choice,203
peel,203
lock,203
level4,203
dies,203
thinking,203
iran,203
portugal,203
towards,202
expect,202
reasons,202
supporting,201
tips,201
urgent,201
politicians,201
isolate,201
simple,201
92,200
claim,200
refuse,200
154,200
297,199
nowplaying,199
necessary,199
curbs,199
gave,199
coverage,199
form,198
difference,198
cure,198
developing,198
starts,198
interested,197
changing,197
reaction,197
hiv,197
include,197
provides,197
exam,196
improve,196
virtual,196
sept,196
nature,195
actions,195
unemployment,195
clearly,195
153,195
various,195
radio420,194
inside,194
effort,194
words,193
caught,193
collapse,193
wall,193
massive,193
humanity,193
middle,193
interview,193
completely,193
supreme,193
couldn,192
exposed,192
pvt,192
94,192
excellent,192
meanwhile,192
develop,192
proper,192
150,191
zw,191
multiple,191
gp,191
quite,191
message,191
park,191
priority,191
none,191
ireland,191
earth,190
merch,190
rotation,190
nigeria,190
hosp,190
vote,190
conducted,190
seem,190
innovation,190
workplace,190
milestone,189
offered,189
67,189
pacific,188
yolo,188
worry,188
overtakes,187
soonget,187
laws,187
causes,187
shouldn,187
bitcoin,187
standing,187
associated,187
athletes,187
teachers,186
olympic,186
lied,186
except,186
reactions,186
friend,186
restaurants,186
zimbabwe,186
guy,186
foundation,186
fatalities,185
lessons,185
canadians,185
maharashtra,185
yahoo,185
organization,185
trends,185
himself,185
arrangement,185
coronavirusupdates,184
wouldn,184
arrived,184
stage,184
harm,184
investigation,184
secblinken,183
marketplace,183
practice,183
lots,183
joke,183
offers,183
penalties,183
413,183
solution,182
google,182
immediately,182
vaxxed,182
piece,182
08,182
governor,182
telling,182
deferred,182
code411001,181
showed,181
la,181
stops,181
brazil,180
code411028,180
300,180
respiratory,180
sales,180
seven,180
wales,180
115,180
figure,180
exams,180
160,180
respondents,180
2000,179
saved,179
similar,179
91,179
feeling,179
volunteers,179
marketing,179
76,179
agreement,179
missouri,178
commercial,178
precautions,178
begin,178
prior,178
reality,178
85,178
contract,178
7news,178
nationwide,177
drugs,177
code411014,177
protocol,177
minutes,177
student,177
combat,177
requirements,177
struggling,177
disney,177
frontline,176
gyms,176
space,176
bombed,176
fashion,176
