words,ocurrences
panic,59
fear,563
sad,313
mental,788
mind,382
sorry,282
shame,175
hate,337
hell,301
bad,885
feel,755
feeling,311
shit,597
worst,403
worse,482
blame,370
lonely,25
chaos,82
mad,100
ruined,33
anxiety,211
stress,431
stressed,64
phobia,6
shame,175
hurt,159
disorder,45
loneliness,44
turmoil,13
anger,36
horror,26
rage,22
fate,14
nervous,34
restless,1
depression,131
grief,71
worry,287
worried,234
angst,0
depressed,20
suicide,91
suffer,147
suffering,308
uncertainty,85
uneasy,3
sadness,25
afraid,146
alone,298
suicidal,19
mood,46
tension,5
anxious,45
desperate,119
dismal,13
exhausted,33
insecure,5
distress,23
distressed,11
frustration,43
disgusting,109
boredom,8
bored,21
insane,108
stupidity,59
bullshit,216
uncertain,52
displeased,1
uncomfortable,17
melancholy,0
overwhelmed,65
pessimistic,6
unhappy,7
upset,58
outrage,59
ass,200
damn,259
covidiot,18
terrify,0
terrified,19
terrifying,25
distrust,35
scare,56
scared,115
scaring,10
dread,4
failed,430
failed,430
failure,414
fuck,452
fucking,390
miserable,17
regret,15
shock,47
shocked,82
negligence,62
betrayed,8
cry,45
crying,42
idiot,162
idiots,121
selfish,86
upheaval,3
mess,139
crisis,1415
horrible,102
violence,185
abuse,150
rape,33
stupid,323
