words,ocurrences
panic,135
fear,499
sad,495
mental,613
mind,309
sorry,405
shame,196
hate,329
hell,373
bad,879
feel,856
feeling,297
shit,512
worst,500
worse,598
blame,352
lonely,24
chaos,118
mad,103
ruined,38
anxiety,201
stress,232
stressed,88
phobia,11
shame,196
hurt,99
disorder,36
loneliness,63
turmoil,19
anger,47
horror,39
rage,21
fate,39
nervous,29
restless,0
depression,110
grief,70
worry,564
worried,244
angst,1
depressed,47
suicide,108
suffer,167
suffering,271
uncertainty,109
uneasy,4
sadness,20
afraid,215
alone,350
suicidal,14
mood,36
tension,14
anxious,66
desperate,51
dismal,16
exhausted,44
insecure,8
distress,57
distressed,6
frustration,48
disgusting,125
boredom,11
bored,29
insane,115
stupidity,126
bullshit,160
uncertain,71
displeased,0
uncomfortable,21
melancholy,1
overwhelmed,70
pessimistic,5
unhappy,7
upset,39
outrage,34
ass,172
damn,332
covidiot,29
terrify,1
terrified,26
terrifying,69
distrust,31
scare,74
scared,144
scaring,6
dread,6
failed,387
failed,387
failure,515
fuck,467
fucking,455
miserable,23
regret,49
shock,70
shocked,63
negligence,102
betrayed,27
cry,48
crying,88
idiot,157
idiots,180
selfish,171
upheaval,6
mess,173
crisis,1370
horrible,128
violence,197
abuse,161
rape,16
stupid,528
