words,ocurrences
panic,131
fear,739
sad,568
mental,358
mind,370
sorry,2156
shame,380
hate,346
hell,480
bad,969
feel,742
feeling,243
shit,760
worst,662
worse,627
blame,520
lonely,13
chaos,161
mad,122
ruined,37
anxiety,167
stress,136
stressed,46
phobia,2
shame,380
hurt,101
disorder,37
loneliness,15
turmoil,9
anger,37
horror,78
rage,19
fate,24
nervous,45
restless,1
depression,50
grief,56
worry,249
worried,388
angst,2
depressed,18
suicide,97
suffer,181
suffering,484
uncertainty,92
uneasy,4
sadness,13
afraid,195
alone,343
suicidal,14
mood,32
tension,6
anxious,45
desperate,84
dismal,7
exhausted,35
insecure,11
distress,32
distressed,6
frustration,28
disgusting,222
boredom,2
bored,35
insane,156
stupidity,192
bullshit,291
uncertain,26
displeased,0
uncomfortable,11
melancholy,0
overwhelmed,107
pessimistic,2
unhappy,11
upset,59
outrage,53
ass,295
damn,468
covidiot,52
terrify,3
terrified,33
terrifying,42
distrust,39
scare,85
scared,148
scaring,17
dread,7
failed,307
failed,307
failure,270
fuck,711
fucking,670
miserable,34
regret,58
shock,60
shocked,89
negligence,82
betrayed,9
cry,72
crying,66
idiot,265
idiots,269
selfish,136
upheaval,6
mess,160
crisis,1666
horrible,133
violence,197
abuse,111
rape,13
stupid,829
