words,ocurrences
panic,748
fear,1750
sad,1939
mental,1441
mind,1303
sorry,1231
shame,877
hate,1157
hell,1248
bad,2779
feel,2527
feeling,959
shit,2341
worst,1904
worse,1755
blame,1730
lonely,86
chaos,564
mad,373
ruined,246
anxiety,816
stress,863
stressed,178
phobia,12
shame,877
hurt,391
disorder,76
loneliness,119
turmoil,57
anger,147
horror,360
rage,60
fate,69
nervous,84
restless,11
depression,395
grief,187
worry,852
worried,799
angst,8
depressed,76
suicide,255
suffer,459
suffering,1083
uncertainty,569
uneasy,18
sadness,59
afraid,400
alone,1337
suicidal,27
mood,147
tension,78
anxious,191
desperate,367
dismal,9
exhausted,73
insecure,37
distress,145
distressed,75
frustration,87
disgusting,519
boredom,135
bored,309
insane,336
stupidity,340
bullshit,560
uncertain,301
displeased,3
uncomfortable,37
melancholy,4
overwhelmed,290
pessimistic,22
unhappy,28
upset,173
outrage,86
ass,864
damn,1133
covidiot,147
terrify,3
terrified,113
terrifying,214
distrust,30
scare,281
scared,426
scaring,34
dread,24
failed,1229
failed,1229
failure,972
fuck,1989
fucking,1709
miserable,71
regret,101
shock,271
shocked,222
negligence,230
betrayed,25
cry,286
crying,240
idiot,762
idiots,606
selfish,322
upheaval,22
mess,408
crisis,14365
horrible,406
violence,830
abuse,546
rape,43
stupid,1502
