words,ocurrences
panic,210
fear,1012
sad,940
mental,836
mind,580
sorry,704
shame,463
hate,592
hell,682
bad,1961
feel,1154
feeling,390
shit,1694
worst,1059
worse,1107
blame,597
lonely,130
chaos,178
mad,181
ruined,72
anxiety,281
stress,345
stressed,67
phobia,4
shame,463
hurt,194
disorder,60
loneliness,90
turmoil,23
anger,89
horror,77
rage,50
fate,37
nervous,76
restless,2
depression,217
grief,105
worry,581
worried,858
angst,12
depressed,26
suicide,183
suffer,261
suffering,697
uncertainty,271
uneasy,6
sadness,57
afraid,202
alone,649
suicidal,17
mood,59
tension,18
anxious,49
desperate,139
dismal,15
exhausted,70
insecure,27
distress,50
distressed,16
frustration,46
disgusting,306
boredom,3
bored,27
insane,185
stupidity,165
bullshit,356
uncertain,172
displeased,2
uncomfortable,23
melancholy,1
overwhelmed,238
pessimistic,8
unhappy,16
upset,83
outrage,45
ass,532
damn,896
covidiot,137
terrify,9
terrified,46
terrifying,122
distrust,19
scare,114
scared,272
scaring,16
dread,10
failed,573
failed,573
failure,443
fuck,1592
fucking,1223
miserable,36
regret,63
shock,140
shocked,237
negligence,127
betrayed,18
cry,125
crying,162
idiot,346
idiots,301
selfish,258
upheaval,8
mess,241
crisis,2683
horrible,298
violence,643
abuse,247
stupid,719
