words,ocurrences
panic,276
fear,472
sad,274
mental,382
mind,267
sorry,196
shame,259
hate,269
hell,203
bad,494
feel,478
feeling,145
shit,306
worst,336
worse,311
blame,230
lonely,9
chaos,57
mad,72
ruined,27
anxiety,140
stress,157
stressed,37
phobia,9
shame,259
hurt,75
disorder,29
loneliness,11
turmoil,7
anger,27
horror,34
rage,8
fate,17
nervous,13
restless,0
depression,63
grief,65
worry,193
worried,189
angst,0
depressed,25
suicide,53
suffer,78
suffering,504
uncertainty,55
uneasy,1
sadness,12
afraid,88
alone,204
suicidal,8
mood,19
tension,24
anxious,31
desperate,169
dismal,3
exhausted,208
insecure,4
distress,42
distressed,3
frustration,19
disgusting,81
boredom,1
bored,13
insane,65
stupidity,64
bullshit,104
uncertain,30
displeased,1
uncomfortable,17
melancholy,0
overwhelmed,46
pessimistic,7
unhappy,8
upset,25
outrage,17
ass,106
damn,158
covidiot,16
terrify,2
terrified,30
terrifying,27
distrust,13
scare,80
scared,117
scaring,8
dread,2
failed,292
failed,292
failure,223
fuck,273
fucking,226
miserable,31
regret,26
shock,43
shocked,42
negligence,53
betrayed,7
cry,42
crying,77
idiot,97
idiots,103
selfish,72
upheaval,0
mess,106
crisis,988
horrible,83
violence,174
abuse,118
rape,26
stupid,232
