words,ocurrences
panic,96
fear,784
sad,493
mental,367
mind,292
sorry,413
shame,237
hate,332
hell,326
bad,751
feel,635
feeling,218
shit,581
worst,408
worse,568
blame,315
lonely,11
chaos,353
mad,76
ruined,49
anxiety,152
stress,268
stressed,52
phobia,5
shame,237
hurt,77
disorder,735
loneliness,6
turmoil,4
anger,51
horror,27
rage,17
fate,33
nervous,105
restless,0
depression,71
grief,51
worry,251
worried,251
angst,5
depressed,8
suicide,79
suffer,170
suffering,663
uncertainty,90
uneasy,6
sadness,14
afraid,154
alone,254
suicidal,9
mood,24
tension,12
anxious,36
desperate,111
dismal,2
exhausted,20
insecure,7
distress,39
distressed,1
frustration,53
disgusting,178
boredom,6
bored,22
insane,88
stupidity,147
bullshit,274
uncertain,33
displeased,0
uncomfortable,18
melancholy,0
overwhelmed,60
pessimistic,7
unhappy,6
upset,31
outrage,42
ass,142
damn,267
covidiot,24
terrify,3
terrified,18
terrifying,80
distrust,14
scare,124
scared,124
scaring,17
dread,8
failed,303
failed,303
failure,183
fuck,435
fucking,407
miserable,28
regret,61
shock,39
shocked,61
negligence,54
betrayed,7
cry,53
crying,51
idiot,161
idiots,174
selfish,99
upheaval,8
mess,104
crisis,1461
horrible,102
violence,279
abuse,145
rape,10
stupid,569
