words,ocurrences
panic,351
fear,1163
sad,910
mental,911
mind,566
sorry,642
shame,533
hate,733
hell,658
bad,1648
feel,1174
feeling,366
shit,1221
worst,1261
worse,1487
blame,706
lonely,52
chaos,193
mad,182
ruined,88
anxiety,236
stress,257
stressed,63
phobia,2
shame,533
hurt,1308
disorder,46
loneliness,37
turmoil,21
anger,88
horror,117
rage,44
fate,117
nervous,46
restless,0
depression,226
grief,74
worry,435
worried,752
angst,13
depressed,25
suicide,194
suffer,274
suffering,510
uncertainty,137
uneasy,3
sadness,24
afraid,290
alone,624
suicidal,18
mood,53
tension,16
anxious,53
desperate,180
dismal,12
exhausted,86
insecure,14
distress,54
distressed,4
frustration,33
disgusting,299
boredom,6
bored,115
insane,251
stupidity,233
bullshit,411
uncertain,61
displeased,0
uncomfortable,27
melancholy,2
overwhelmed,240
pessimistic,9
unhappy,17
upset,70
outrage,35
ass,554
damn,571
covidiot,80
terrify,4
terrified,58
terrifying,101
distrust,7
scare,188
scared,238
scaring,24
dread,10
failed,1739
failed,1739
failure,1083
fuck,1109
fucking,982
miserable,43
regret,46
shock,110
shocked,135
negligence,179
betrayed,23
cry,99
crying,73
idiot,565
idiots,471
selfish,450
upheaval,53
mess,262
crisis,2061
horrible,235
violence,365
abuse,243
rape,58
stupid,1182
