words,ocurrences
panic,333
fear,600
sad,309
mental,275
mind,333
sorry,281
shame,212
hate,200
hell,380
bad,760
feel,538
feeling,219
shit,824
worst,295
worse,453
blame,320
lonely,7
chaos,178
mad,123
ruined,16
anxiety,101
stress,118
stressed,29
phobia,7
shame,212
hurt,81
disorder,52
loneliness,10
turmoil,12
anger,29
horror,21
rage,74
fate,13
nervous,56
restless,0
depression,65
grief,61
worry,207
worried,157
angst,3
depressed,18
suicide,65
suffer,126
suffering,197
uncertainty,171
uneasy,11
sadness,0
afraid,100
alone,300
suicidal,15
mood,17
tension,9
anxious,17
desperate,52
dismal,1
exhausted,62
insecure,8
distress,17
distressed,2
frustration,21
disgusting,186
boredom,4
bored,11
insane,115
stupidity,177
bullshit,265
uncertain,29
displeased,0
uncomfortable,14
melancholy,0
overwhelmed,41
pessimistic,6
unhappy,6
upset,29
outrage,27
ass,268
damn,609
covidiot,92
terrify,4
terrified,10
terrifying,29
distrust,13
scare,222
scared,82
scaring,12
dread,13
failed,221
failed,221
failure,232
fuck,693
fucking,578
miserable,24
regret,21
shock,66
shocked,115
negligence,59
betrayed,6
cry,44
crying,49
idiot,248
idiots,197
selfish,108
upheaval,2
mess,83
crisis,571
horrible,71
violence,246
abuse,177
rape,35
stupid,565
