words,ocurrences
panic,512
fear,1347
sad,992
mental,1134
mind,749
sorry,708
shame,508
hate,786
hell,801
bad,1987
feel,1327
feeling,433
shit,1377
worst,1290
worse,1712
blame,798
lonely,49
chaos,444
mad,239
ruined,90
anxiety,322
stress,402
stressed,101
phobia,3
shame,508
hurt,212
disorder,70
loneliness,80
turmoil,19
anger,158
horror,116
rage,82
fate,51
nervous,60
restless,3
depression,276
grief,117
worry,567
worried,635
angst,9
depressed,50
suicide,175
suffer,420
suffering,748
uncertainty,340
uneasy,4
sadness,41
afraid,269
alone,633
suicidal,16
mood,91
tension,38
anxious,62
desperate,192
dismal,18
exhausted,71
insecure,25
distress,70
distressed,6
frustration,117
disgusting,311
boredom,9
bored,116
insane,302
stupidity,217
bullshit,377
uncertain,96
displeased,0
uncomfortable,35
melancholy,1
overwhelmed,242
pessimistic,15
unhappy,13
upset,91
outrage,46
ass,578
damn,892
covidiot,115
terrify,6
terrified,67
terrifying,122
distrust,25
scare,263
scared,275
scaring,46
dread,18
failed,1628
failed,1628
failure,1049
fuck,1214
fucking,988
miserable,52
regret,47
shock,108
shocked,132
negligence,276
betrayed,21
cry,144
crying,88
idiot,511
idiots,394
selfish,272
upheaval,21
mess,229
crisis,3517
horrible,310
violence,291
abuse,184
rape,143
stupid,1017
