words,ocurrences
panic,140
fear,754
sad,490
mental,379
mind,367
sorry,415
shame,222
hate,319
hell,496
bad,1008
feel,696
feeling,222
shit,874
worst,570
worse,810
blame,407
lonely,13
chaos,90
mad,97
ruined,24
anxiety,188
stress,154
stressed,45
phobia,6
shame,222
hurt,100
disorder,118
loneliness,15
turmoil,8
anger,76
horror,49
rage,52
fate,23
nervous,26
restless,3
depression,79
grief,64
worry,249
worried,330
angst,3
depressed,12
suicide,82
suffer,158
suffering,323
uncertainty,71
uneasy,2
sadness,11
afraid,191
alone,264
suicidal,6
mood,21
tension,4
anxious,44
desperate,59
dismal,6
exhausted,66
insecure,6
distress,30
distressed,5
frustration,53
disgusting,151
boredom,5
bored,17
insane,204
stupidity,213
bullshit,281
uncertain,31
displeased,0
uncomfortable,29
melancholy,0
overwhelmed,244
pessimistic,2
unhappy,6
upset,57
outrage,38
ass,309
damn,445
covidiot,52
terrify,4
terrified,34
terrifying,60
distrust,19
scare,114
scared,147
scaring,13
dread,6
failed,377
failed,377
failure,368
fuck,750
fucking,672
miserable,52
regret,91
shock,55
shocked,160
negligence,87
betrayed,23
cry,60
crying,67
idiot,256
idiots,242
selfish,209
upheaval,2
mess,182
crisis,1183
horrible,145
violence,201
abuse,127
rape,17
stupid,736
