words,ocurrences
panic,131
fear,733
sad,418
mental,457
mind,453
sorry,400
shame,1359
hate,393
hell,412
bad,968
feel,874
feeling,348
shit,758
worst,567
worse,630
blame,572
lonely,8
chaos,358
mad,108
ruined,38
anxiety,242
stress,131
stressed,32
phobia,5
shame,1359
hurt,115
disorder,35
loneliness,12
turmoil,10
anger,100
horror,50
rage,23
fate,36
nervous,55
restless,1
depression,60
grief,55
worry,288
worried,376
angst,3
depressed,15
suicide,82
suffer,228
suffering,311
uncertainty,87
uneasy,5
sadness,5
afraid,196
alone,431
suicidal,13
mood,28
tension,13
anxious,70
desperate,88
dismal,9
exhausted,44
insecure,19
distress,33
distressed,3
frustration,16
disgusting,113
boredom,1
bored,20
insane,259
stupidity,214
bullshit,273
uncertain,39
displeased,0
uncomfortable,30
melancholy,0
overwhelmed,83
pessimistic,1
unhappy,14
upset,51
outrage,92
ass,257
damn,394
covidiot,56
terrify,3
terrified,49
terrifying,48
distrust,70
scare,159
scared,187
scaring,10
dread,6
failed,367
failed,367
failure,278
fuck,714
fucking,625
miserable,29
regret,55
shock,83
shocked,94
negligence,56
betrayed,12
cry,75
crying,81
idiot,305
idiots,328
selfish,208
upheaval,3
mess,146
crisis,1506
horrible,122
violence,182
abuse,113
rape,27
stupid,799
