words,ocurrences
panic,385
fear,1890
sad,1397
mental,601
mind,1054
sorry,1301
shame,781
hate,1355
hell,1102
bad,2592
feel,2253
feeling,601
shit,2440
worst,1563
worse,1514
blame,1013
lonely,40
chaos,303
mad,278
ruined,120
anxiety,424
stress,407
stressed,67
phobia,9
shame,781
hurt,270
disorder,62
loneliness,44
turmoil,27
anger,104
horror,173
rage,58
fate,72
nervous,69
restless,8
depression,273
grief,111
worry,770
worried,629
angst,5
depressed,86
suicide,208
suffer,500
suffering,838
uncertainty,149
uneasy,14
sadness,44
afraid,354
alone,787
suicidal,14
mood,104
tension,37
anxious,92
desperate,252
dismal,15
exhausted,56
insecure,37
distress,60
distressed,9
frustration,82
disgusting,437
boredom,18
bored,119
insane,303
stupidity,677
bullshit,425
uncertain,109
displeased,2
uncomfortable,68
melancholy,1
overwhelmed,224
pessimistic,9
unhappy,19
upset,103
outrage,70
ass,872
damn,1489
covidiot,140
terrify,5
terrified,149
terrifying,673
distrust,63
scare,257
scared,530
scaring,37
dread,16
failed,1403
failed,1403
failure,1269
fuck,2129
fucking,2144
miserable,59
regret,162
shock,160
shocked,192
negligence,226
betrayed,33
cry,148
crying,144
idiot,978
idiots,833
selfish,703
upheaval,13
mess,376
crisis,3824
horrible,389
violence,365
abuse,315
rape,72
stupid,2042
