words,ocurrences
panic,155
fear,510
sad,366
mental,828
mind,356
sorry,335
shame,267
hate,337
hell,357
bad,756
feel,851
feeling,308
shit,706
worst,406
worse,511
blame,274
lonely,28
chaos,66
mad,77
ruined,39
anxiety,298
stress,256
stressed,46
phobia,9
shame,267
hurt,110
disorder,32
loneliness,60
turmoil,14
anger,50
horror,33
rage,29
fate,14
nervous,49
restless,1
depression,191
grief,95
worry,209
worried,209
angst,2
depressed,23
suicide,67
suffer,136
suffering,325
uncertainty,95
uneasy,5
sadness,18
afraid,120
alone,314
suicidal,19
mood,36
tension,15
anxious,58
desperate,89
dismal,6
exhausted,23
insecure,13
distress,52
distressed,5
frustration,37
disgusting,133
boredom,16
bored,48
insane,188
stupidity,81
bullshit,180
uncertain,56
displeased,0
uncomfortable,26
melancholy,0
overwhelmed,92
pessimistic,12
unhappy,12
upset,48
outrage,91
ass,241
damn,303
covidiot,80
terrify,1
terrified,23
terrifying,33
distrust,26
scare,70
scared,117
scaring,23
dread,4
failed,364
failed,364
failure,569
fuck,548
fucking,452
miserable,23
regret,28
shock,97
shocked,69
negligence,43
betrayed,12
cry,83
crying,94
idiot,172
idiots,104
selfish,77
upheaval,10
mess,132
crisis,1608
horrible,85
violence,323
abuse,132
rape,50
stupid,345
