words,ocurrences
panic,192
fear,554
sad,321
mental,690
mind,350
sorry,283
shame,203
hate,277
hell,382
bad,765
feel,837
feeling,308
shit,519
worst,456
worse,562
blame,360
lonely,14
chaos,111
mad,121
ruined,29
anxiety,234
stress,240
stressed,42
phobia,9
shame,203
hurt,101
disorder,72
loneliness,51
turmoil,9
anger,47
horror,39
rage,18
fate,20
nervous,42
restless,4
depression,158
grief,97
worry,299
worried,258
angst,6
depressed,30
suicide,96
suffer,146
suffering,269
uncertainty,105
uneasy,5
sadness,29
afraid,223
alone,270
suicidal,17
mood,29
tension,14
anxious,50
desperate,66
dismal,7
exhausted,25
insecure,10
distress,49
distressed,6
frustration,36
disgusting,86
boredom,8
bored,27
insane,84
stupidity,320
bullshit,174
uncertain,53
displeased,0
uncomfortable,13
melancholy,0
overwhelmed,64
pessimistic,5
unhappy,8
upset,34
outrage,41
ass,198
damn,245
covidiot,31
terrify,1
terrified,34
terrifying,31
distrust,18
scare,83
scared,160
scaring,8
dread,8
failed,417
failed,417
failure,595
fuck,421
fucking,403
miserable,18
regret,31
shock,87
shocked,80
negligence,66
betrayed,5
cry,63
crying,51
idiot,155
idiots,135
selfish,86
upheaval,9
mess,150
crisis,1642
horrible,88
violence,241
abuse,158
rape,31
stupid,431
