words,ocurrences
panic,59
fear,327
sad,290
mental,457
mind,223
sorry,214
shame,110
hate,159
hell,260
bad,490
feel,403
feeling,131
shit,387
worst,232
worse,356
blame,229
lonely,12
chaos,45
mad,71
ruined,17
anxiety,120
stress,146
stressed,42
phobia,7
shame,110
hurt,48
disorder,68
loneliness,23
turmoil,17
anger,30
horror,46
rage,16
fate,10
nervous,38
restless,8
depression,117
grief,34
worry,106
worried,108
angst,0
depressed,14
suicide,39
suffer,92
suffering,140
uncertainty,49
uneasy,2
sadness,10
afraid,122
alone,250
suicidal,0
mood,16
tension,13
anxious,24
desperate,36
dismal,3
exhausted,113
insecure,6
distress,18
distressed,3
frustration,12
disgusting,194
boredom,1
bored,9
insane,104
stupidity,58
bullshit,141
uncertain,33
displeased,0
uncomfortable,13
melancholy,0
overwhelmed,70
pessimistic,2
unhappy,3
upset,41
outrage,30
ass,125
damn,165
covidiot,24
terrify,2
terrified,13
terrifying,30
distrust,23
scare,48
scared,86
scaring,5
dread,3
failed,165
failed,165
failure,227
fuck,367
fucking,304
miserable,6
regret,30
shock,34
shocked,40
negligence,33
betrayed,2
cry,44
crying,24
idiot,137
idiots,122
selfish,68
upheaval,5
mess,69
crisis,684
horrible,65
violence,162
abuse,127
rape,24
stupid,318
