words,ocurrences
panic,442
fear,1320
sad,1222
mental,1133
mind,830
sorry,781
shame,1180
hate,695
hell,864
bad,2347
feel,1411
feeling,410
shit,1427
worst,1430
worse,1578
blame,1022
lonely,39
chaos,168
mad,460
ruined,86
anxiety,333
stress,519
stressed,81
phobia,3
shame,1180
hurt,261
disorder,38
loneliness,73
turmoil,35
anger,101
horror,100
rage,44
fate,90
nervous,63
restless,6
depression,347
grief,106
worry,575
worried,919
angst,7
depressed,56
suicide,235
suffer,478
suffering,1042
uncertainty,297
uneasy,6
sadness,34
afraid,290
alone,658
suicidal,26
mood,67
tension,28
anxious,62
desperate,213
dismal,11
exhausted,72
insecure,27
distress,51
distressed,11
frustration,55
disgusting,402
boredom,7
bored,84
insane,229
stupidity,259
bullshit,385
uncertain,107
displeased,2
uncomfortable,37
melancholy,2
overwhelmed,212
pessimistic,17
unhappy,27
upset,107
outrage,55
ass,506
damn,1011
covidiot,75
terrify,3
terrified,71
terrifying,80
distrust,66
scare,195
scared,261
scaring,30
dread,10
failed,1640
failed,1640
failure,1581
fuck,1203
fucking,1122
miserable,75
regret,68
shock,233
shocked,193
negligence,286
betrayed,14
cry,142
crying,152
idiot,573
idiots,337
selfish,444
upheaval,12
mess,300
crisis,3132
horrible,275
violence,407
abuse,236
rape,102
stupid,1070
