words,ocurrences
panic,444
fear,1578
sad,1332
mental,1104
mind,960
sorry,1226
shame,725
hate,777
hell,1010
bad,3365
feel,1808
feeling,592
shit,1683
worst,1399
worse,1665
blame,1350
lonely,54
chaos,264
mad,306
ruined,153
anxiety,513
stress,600
stressed,99
phobia,5
shame,725
hurt,342
disorder,75
loneliness,61
turmoil,50
anger,97
horror,246
rage,75
fate,60
nervous,105
restless,9
depression,365
grief,116
worry,1000
worried,843
angst,11
depressed,86
suicide,229
suffer,517
suffering,811
uncertainty,385
uneasy,8
sadness,37
afraid,607
alone,876
suicidal,29
mood,98
tension,27
anxious,231
desperate,192
dismal,18
exhausted,147
insecure,43
distress,100
distressed,24
frustration,75
disgusting,322
boredom,67
bored,91
insane,322
stupidity,368
bullshit,504
uncertain,168
displeased,2
uncomfortable,49
melancholy,1
overwhelmed,165
pessimistic,20
unhappy,23
upset,129
outrage,101
ass,762
damn,922
covidiot,445
terrify,7
terrified,107
terrifying,115
distrust,99
scare,182
scared,363
scaring,23
dread,26
failed,1476
failed,1476
failure,1387
fuck,1347
fucking,1262
miserable,52
regret,68
shock,231
shocked,217
negligence,260
betrayed,23
cry,209
crying,127
idiot,748
idiots,483
selfish,398
upheaval,37
mess,420
crisis,5469
horrible,324
violence,400
abuse,240
rape,92
stupid,1616
