words,ocurrences
panic,2332
fear,1671
sad,1301
mental,890
mind,1175
sorry,1114
shame,730
hate,1413
hell,1153
bad,2484
feel,2375
feeling,901
shit,3384
worst,1378
worse,1643
blame,1426
lonely,99
chaos,391
mad,512
ruined,180
anxiety,957
stress,643
stressed,145
phobia,7
shame,730
hurt,377
disorder,61
loneliness,54
turmoil,55
anger,105
horror,108
rage,56
fate,56
nervous,66
restless,12
depression,293
grief,70
worry,811
worried,1020
angst,15
depressed,71
suicide,117
suffer,336
suffering,567
uncertainty,540
uneasy,5
sadness,36
afraid,398
alone,848
suicidal,15
mood,198
tension,41
anxious,250
desperate,248
dismal,7
exhausted,70
insecure,31
distress,73
distressed,11
frustration,46
disgusting,609
boredom,103
bored,358
insane,305
stupidity,415
bullshit,484
uncertain,321
displeased,0
uncomfortable,48
melancholy,3
overwhelmed,286
pessimistic,17
unhappy,10
upset,209
outrage,140
ass,1232
damn,1474
covidiot,0
terrify,5
terrified,116
terrifying,238
distrust,26
scare,500
scared,748
scaring,70
dread,29
failed,623
failed,623
failure,560
fuck,2925
fucking,2773
miserable,62
regret,92
shock,180
shocked,164
negligence,146
betrayed,21
cry,238
crying,243
idiot,779
idiots,853
selfish,875
upheaval,22
mess,344
crisis,7916
horrible,319
violence,289
abuse,170
rape,19
stupid,1852
