words,ocurrences
panic,403
fear,1735
sad,1079
mental,1379
mind,1041
sorry,892
shame,676
hate,849
hell,845
bad,2330
feel,1871
feeling,649
shit,2048
worst,1665
worse,1774
blame,1101
lonely,125
chaos,275
mad,262
ruined,106
anxiety,685
stress,582
stressed,160
phobia,8
shame,676
hurt,304
disorder,64
loneliness,291
turmoil,44
anger,88
horror,111
rage,53
fate,54
nervous,153
restless,8
depression,1048
grief,111
worry,680
worried,721
angst,26
depressed,58
suicide,254
suffer,490
suffering,651
uncertainty,330
uneasy,13
sadness,32
afraid,388
alone,735
suicidal,26
mood,91
tension,57
anxious,142
desperate,268
dismal,8
exhausted,47
insecure,217
distress,105
distressed,19
frustration,49
disgusting,288
boredom,32
bored,167
insane,253
stupidity,411
bullshit,446
uncertain,351
displeased,6
uncomfortable,78
melancholy,1
overwhelmed,194
pessimistic,12
unhappy,23
upset,161
outrage,89
ass,761
damn,1091
covidiot,62
terrify,5
terrified,69
terrifying,151
distrust,8
scare,227
scared,453
scaring,23
dread,25
failed,1053
failed,1053
failure,845
fuck,1529
fucking,1588
miserable,30
regret,254
shock,280
shocked,247
negligence,147
betrayed,15
cry,126
crying,111
idiot,932
idiots,515
selfish,366
upheaval,22
mess,281
crisis,7087
horrible,308
violence,792
abuse,756
rape,108
stupid,1728
