words,ocurrences
panic,127
fear,420
sad,200
mental,349
mind,235
sorry,233
shame,155
hate,169
hell,235
bad,607
feel,420
feeling,146
shit,425
worst,230
worse,394
blame,175
lonely,17
chaos,47
mad,61
ruined,24
anxiety,87
stress,104
stressed,27
phobia,5
shame,155
hurt,82
disorder,36
loneliness,15
turmoil,8
anger,53
horror,16
rage,12
fate,12
nervous,13
restless,3
depression,61
grief,34
worry,145
worried,141
angst,1
depressed,14
suicide,43
suffer,122
suffering,147
uncertainty,82
uneasy,1
sadness,9
afraid,99
alone,238
suicidal,9
mood,22
tension,2
anxious,16
desperate,29
dismal,2
exhausted,24
insecure,3
distress,25
distressed,1
frustration,15
disgusting,83
boredom,2
bored,5
insane,88
stupidity,96
bullshit,147
uncertain,27
displeased,0
uncomfortable,5
melancholy,1
overwhelmed,77
pessimistic,4
unhappy,8
upset,38
outrage,30
ass,129
damn,286
covidiot,56
terrify,2
terrified,9
terrifying,42
distrust,25
scare,119
scared,96
scaring,11
dread,5
failed,206
failed,206
failure,151
fuck,421
fucking,363
miserable,11
regret,24
shock,44
shocked,59
negligence,25
betrayed,3
cry,42
crying,36
idiot,229
idiots,302
selfish,76
upheaval,4
mess,64
crisis,634
horrible,59
violence,164
abuse,126
rape,11
stupid,459
