words,ocurrences
panic,141
fear,822
sad,897
mental,461
mind,504
sorry,703
shame,450
hate,600
hell,706
bad,1779
feel,1223
feeling,450
shit,1475
worst,883
worse,1083
blame,488
lonely,27
chaos,162
mad,180
ruined,89
anxiety,199
stress,238
stressed,50
phobia,4
shame,450
hurt,283
disorder,33
loneliness,21
turmoil,23
anger,65
horror,67
rage,55
fate,117
nervous,40
restless,1
depression,113
grief,75
worry,473
worried,705
angst,5
depressed,17
suicide,69
suffer,223
suffering,420
uncertainty,94
uneasy,5
sadness,22
afraid,240
alone,552
suicidal,5
mood,52
tension,22
anxious,38
desperate,71
dismal,30
exhausted,77
insecure,16
distress,31
distressed,6
frustration,19
disgusting,293
boredom,4
bored,38
insane,146
stupidity,197
bullshit,292
uncertain,37
displeased,1
uncomfortable,30
melancholy,1
overwhelmed,148
pessimistic,3
unhappy,16
upset,94
outrage,48
ass,665
damn,883
covidiot,109
terrify,3
terrified,53
terrifying,174
distrust,16
scare,135
scared,222
scaring,22
dread,29
failed,719
failed,719
failure,865
fuck,1189
fucking,1130
miserable,43
regret,42
shock,90
shocked,150
negligence,154
betrayed,14
cry,197
crying,211
idiot,569
idiots,396
selfish,207
upheaval,8
mess,300
crisis,1404
horrible,249
violence,218
abuse,137
rape,34
stupid,1000
