words,ocurrences
panic,114
fear,458
sad,547
mental,371
mind,314
sorry,411
shame,212
hate,245
hell,360
bad,831
feel,779
feeling,237
shit,632
worst,411
worse,629
blame,441
lonely,6
chaos,54
mad,85
ruined,17
anxiety,135
stress,130
stressed,38
phobia,0
shame,212
hurt,99
disorder,29
loneliness,17
turmoil,10
anger,62
horror,55
rage,43
fate,30
nervous,26
restless,1
depression,62
grief,55
worry,236
worried,183
angst,3
depressed,18
suicide,82
suffer,151
suffering,229
uncertainty,77
uneasy,6
sadness,12
afraid,113
alone,313
suicidal,10
mood,8
tension,5
anxious,27
desperate,78
dismal,3
exhausted,83
insecure,6
distress,33
distressed,4
frustration,25
disgusting,101
boredom,8
bored,5
insane,144
stupidity,192
bullshit,214
uncertain,32
displeased,0
uncomfortable,18
melancholy,0
overwhelmed,172
pessimistic,4
unhappy,4
upset,50
outrage,55
ass,244
damn,408
covidiot,60
terrify,3
terrified,23
terrifying,39
distrust,13
scare,93
scared,109
scaring,7
dread,7
failed,360
failed,360
failure,262
fuck,528
fucking,501
miserable,12
regret,33
shock,45
shocked,118
negligence,102
betrayed,6
cry,137
crying,42
idiot,241
idiots,286
selfish,182
upheaval,3
mess,114
crisis,1203
horrible,119
violence,92
abuse,114
rape,9
stupid,722
