words,ocurrences
panic,304
fear,1146
sad,875
mental,1603
mind,725
sorry,726
shame,439
hate,615
hell,767
bad,1822
feel,1434
feeling,468
shit,1480
worst,1017
worse,2095
blame,788
lonely,38
chaos,241
mad,267
ruined,101
anxiety,396
stress,380
stressed,103
phobia,6
shame,439
hurt,213
disorder,43
loneliness,78
turmoil,34
anger,79
horror,75
rage,60
fate,161
nervous,41
restless,6
depression,305
grief,131
worry,522
worried,731
angst,45
depressed,80
suicide,441
suffer,344
suffering,697
uncertainty,272
uneasy,4
sadness,28
afraid,408
alone,703
suicidal,21
mood,78
tension,46
anxious,76
desperate,194
dismal,6
exhausted,60
insecure,27
distress,76
distressed,16
frustration,31
disgusting,393
boredom,13
bored,63
insane,306
stupidity,216
bullshit,412
uncertain,138
displeased,1
uncomfortable,43
melancholy,2
overwhelmed,143
pessimistic,9
unhappy,25
upset,111
outrage,88
ass,581
damn,883
covidiot,206
terrify,4
terrified,68
terrifying,94
distrust,19
scare,180
scared,242
scaring,21
dread,11
failed,956
failed,956
failure,892
fuck,1360
fucking,1142
miserable,43
regret,45
shock,141
shocked,180
negligence,273
betrayed,8
cry,121
crying,112
idiot,553
idiots,289
selfish,217
upheaval,23
mess,233
crisis,3020
horrible,220
violence,352
abuse,189
rape,56
stupid,1028
