words,ocurrences
panic,100
fear,679
sad,364
mental,777
mind,315
sorry,346
shame,239
hate,487
hell,306
bad,769
feel,929
feeling,365
shit,664
worst,579
worse,851
blame,403
lonely,38
chaos,97
mad,96
ruined,44
anxiety,237
stress,243
stressed,41
phobia,6
shame,239
hurt,158
disorder,152
loneliness,103
turmoil,11
anger,46
horror,35
rage,34
fate,25
nervous,53
restless,2
depression,161
grief,84
worry,234
worried,207
angst,3
depressed,53
suicide,136
suffer,162
suffering,275
uncertainty,103
uneasy,3
sadness,19
afraid,136
alone,367
suicidal,21
mood,58
tension,6
anxious,41
desperate,68
dismal,5
exhausted,39
insecure,11
distress,68
distressed,6
frustration,41
disgusting,164
boredom,9
bored,14
insane,91
stupidity,74
bullshit,171
uncertain,59
displeased,0
uncomfortable,17
melancholy,0
overwhelmed,152
pessimistic,10
unhappy,9
upset,44
outrage,69
ass,214
damn,320
covidiot,25
terrify,1
terrified,19
terrifying,26
distrust,18
scare,103
scared,114
scaring,8
dread,5
failed,356
failed,356
failure,492
fuck,600
fucking,432
miserable,14
regret,35
shock,109
shocked,108
negligence,88
betrayed,5
cry,60
crying,34
idiot,146
idiots,131
selfish,90
upheaval,10
mess,110
crisis,1340
horrible,88
violence,234
abuse,195
rape,17
stupid,362
