words,ocurrences
panic,142
fear,564
sad,357
mental,402
mind,339
sorry,345
shame,285
hate,405
hell,385
bad,834
feel,620
feeling,198
shit,647
worst,448
worse,579
blame,404
lonely,3
chaos,613
mad,96
ruined,42
anxiety,144
stress,188
stressed,31
phobia,9
shame,285
hurt,92
disorder,84
loneliness,21
turmoil,22
anger,51
horror,25
rage,21
fate,25
nervous,59
restless,1
depression,106
grief,54
worry,276
worried,225
angst,3
depressed,24
suicide,100
suffer,204
suffering,364
uncertainty,79
uneasy,3
sadness,19
afraid,150
alone,243
suicidal,11
mood,28
tension,10
anxious,37
desperate,93
dismal,3
exhausted,34
insecure,12
distress,32
distressed,14
frustration,30
disgusting,138
boredom,3
bored,21
insane,115
stupidity,177
bullshit,141
uncertain,32
displeased,0
uncomfortable,14
melancholy,0
overwhelmed,81
pessimistic,7
unhappy,6
upset,118
outrage,38
ass,183
damn,306
covidiot,45
terrify,1
terrified,34
terrifying,79
distrust,9
scare,135
scared,141
scaring,21
dread,10
failed,271
failed,271
failure,224
fuck,695
fucking,480
miserable,35
regret,59
shock,86
shocked,84
negligence,64
betrayed,7
cry,544
crying,49
idiot,214
idiots,246
selfish,217
upheaval,1
mess,87
crisis,1281
horrible,175
violence,291
abuse,138
rape,10
stupid,663
