words,ocurrences
panic,414
fear,1342
sad,971
mental,1243
mind,972
sorry,770
shame,661
hate,628
hell,716
bad,1785
feel,1865
feeling,646
shit,1434
worst,1599
worse,1337
blame,1385
lonely,91
chaos,288
mad,239
ruined,160
anxiety,535
stress,573
stressed,66
phobia,2
shame,661
hurt,346
disorder,49
loneliness,176
turmoil,74
anger,169
horror,77
rage,79
fate,58
nervous,85
restless,6
depression,393
grief,95
worry,564
worried,791
angst,4
depressed,59
suicide,224
suffer,422
suffering,651
uncertainty,353
uneasy,14
sadness,40
afraid,376
alone,881
suicidal,20
mood,81
tension,85
anxious,129
desperate,177
dismal,19
exhausted,46
insecure,88
distress,142
distressed,36
frustration,59
disgusting,226
boredom,40
bored,117
insane,180
stupidity,198
bullshit,390
uncertain,205
displeased,0
uncomfortable,66
melancholy,1
overwhelmed,151
pessimistic,23
unhappy,11
upset,212
outrage,105
ass,441
damn,622
covidiot,52
terrify,10
terrified,67
terrifying,82
distrust,36
scare,202
scared,344
scaring,18
dread,14
failed,1162
failed,1162
failure,777
fuck,1127
fucking,1036
miserable,30
regret,290
shock,219
shocked,166
negligence,160
betrayed,12
cry,127
crying,124
idiot,509
idiots,316
selfish,186
upheaval,127
mess,301
crisis,7697
horrible,218
violence,956
abuse,385
rape,75
stupid,876
