words,ocurrences
panic,100
fear,464
sad,542
mental,384
mind,305
sorry,409
shame,179
hate,261
hell,351
bad,830
feel,629
feeling,225
shit,501
worst,444
worse,1624
blame,282
lonely,11
chaos,106
mad,96
ruined,138
anxiety,130
stress,179
stressed,41
phobia,2
shame,179
hurt,83
disorder,62
loneliness,18
turmoil,16
anger,70
horror,33
rage,21
fate,21
nervous,27
restless,1
depression,71
grief,47
worry,235
worried,224
angst,1
depressed,10
suicide,71
suffer,126
suffering,557
uncertainty,86
uneasy,1
sadness,21
afraid,125
alone,256
suicidal,10
mood,16
tension,8
anxious,121
desperate,60
dismal,0
exhausted,34
insecure,10
distress,38
distressed,6
frustration,37
disgusting,130
boredom,14
bored,13
insane,111
stupidity,166
bullshit,167
uncertain,33
displeased,1
uncomfortable,14
melancholy,0
overwhelmed,225
pessimistic,4
unhappy,13
upset,39
outrage,283
ass,200
damn,398
covidiot,49
terrify,2
terrified,27
terrifying,66
distrust,14
scare,83
scared,204
scaring,17
dread,8
failed,233
failed,233
failure,231
fuck,597
fucking,415
miserable,55
regret,41
shock,51
shocked,121
negligence,62
betrayed,9
cry,55
crying,48
idiot,197
idiots,249
selfish,176
upheaval,6
mess,113
crisis,928
horrible,101
violence,172
abuse,120
rape,21
stupid,521
