words,ocurrences
panic,158
fear,447
sad,318
mental,631
mind,330
sorry,304
shame,382
hate,396
hell,321
bad,719
feel,679
feeling,243
shit,538
worst,517
worse,482
blame,548
lonely,14
chaos,98
mad,109
ruined,50
anxiety,172
stress,223
stressed,46
phobia,5
shame,382
hurt,118
disorder,26
loneliness,61
turmoil,12
anger,70
horror,16
rage,16
fate,28
nervous,47
restless,2
depression,110
grief,90
worry,317
worried,240
angst,1
depressed,79
suicide,80
suffer,119
suffering,554
uncertainty,69
uneasy,4
sadness,18
afraid,108
alone,292
suicidal,8
mood,28
tension,8
anxious,73
desperate,89
dismal,8
exhausted,49
insecure,8
distress,44
distressed,4
frustration,19
disgusting,119
boredom,7
bored,16
insane,76
stupidity,75
bullshit,176
uncertain,122
displeased,0
uncomfortable,19
melancholy,2
overwhelmed,63
pessimistic,3
unhappy,8
upset,27
outrage,41
ass,155
damn,208
covidiot,23
terrify,3
terrified,22
terrifying,28
distrust,40
scare,87
scared,96
scaring,12
dread,3
failed,467
failed,467
failure,442
fuck,411
fucking,315
miserable,46
regret,40
shock,68
shocked,66
negligence,107
betrayed,9
cry,49
crying,44
idiot,159
idiots,142
selfish,66
upheaval,3
mess,88
crisis,1533
horrible,71
violence,316
abuse,130
rape,18
stupid,388
