words,ocurrences
panic,77
fear,300
sad,217
mental,462
mind,235
sorry,181
shame,120
hate,165
hell,163
bad,451
feel,411
feeling,155
shit,255
worst,234
worse,302
blame,152
lonely,16
chaos,125
mad,48
ruined,31
anxiety,121
stress,135
stressed,23
phobia,15
shame,120
hurt,64
disorder,25
loneliness,47
turmoil,8
anger,21
horror,25
rage,6
fate,24
nervous,34
restless,1
depression,78
grief,52
worry,155
worried,171
angst,3
depressed,11
suicide,91
suffer,86
suffering,233
uncertainty,65
uneasy,3
sadness,13
afraid,87
alone,197
suicidal,14
mood,21
tension,5
anxious,23
desperate,63
dismal,2
exhausted,6
insecure,7
distress,28
distressed,7
frustration,23
disgusting,55
boredom,1
bored,9
insane,55
stupidity,36
bullshit,89
uncertain,26
displeased,3
uncomfortable,11
melancholy,3
overwhelmed,46
pessimistic,1
unhappy,8
upset,15
outrage,18
ass,79
damn,144
covidiot,14
terrify,1
terrified,19
terrifying,22
distrust,10
scare,53
scared,75
scaring,8
dread,8
failed,211
failed,211
failure,199
fuck,205
fucking,213
miserable,50
regret,31
shock,42
shocked,34
negligence,47
betrayed,6
cry,23
crying,27
idiot,95
idiots,81
selfish,38
upheaval,7
mess,51
crisis,964
horrible,42
violence,206
abuse,82
rape,16
stupid,227
