words,ocurrences
panic,356
fear,1034
sad,826
mental,1073
mind,608
sorry,1040
shame,529
hate,613
hell,712
bad,1810
feel,1463
feeling,423
shit,1228
worst,977
worse,1559
blame,1079
lonely,43
chaos,231
mad,168
ruined,75
anxiety,365
stress,482
stressed,82
phobia,5
shame,529
hurt,232
disorder,50
loneliness,102
turmoil,44
anger,58
horror,68
rage,58
fate,56
nervous,51
restless,9
depression,315
grief,98
worry,536
worried,915
angst,6
depressed,37
suicide,185
suffer,307
suffering,554
uncertainty,240
uneasy,6
sadness,29
afraid,254
alone,638
suicidal,23
mood,55
tension,10
anxious,60
desperate,180
dismal,13
exhausted,54
insecure,17
distress,60
distressed,42
frustration,30
disgusting,261
boredom,14
bored,32
insane,194
stupidity,187
bullshit,316
uncertain,162
displeased,2
uncomfortable,38
melancholy,0
overwhelmed,102
pessimistic,10
unhappy,18
upset,81
outrage,102
ass,501
damn,688
covidiot,65
terrify,2
terrified,34
terrifying,70
distrust,18
scare,129
scared,290
scaring,16
dread,8
failed,725
failed,725
failure,600
fuck,1111
fucking,1016
miserable,45
regret,56
shock,113
shocked,187
negligence,180
betrayed,11
cry,78
crying,84
idiot,390
idiots,295
selfish,397
upheaval,10
mess,230
crisis,3047
horrible,234
violence,472
abuse,286
rape,93
stupid,941
