words,ocurrences
panic,288
fear,1165
sad,1010
mental,900
mind,716
sorry,707
shame,616
hate,961
hell,744
bad,1855
feel,1490
feeling,415
shit,1480
worst,1200
worse,1569
blame,786
lonely,37
chaos,240
mad,224
ruined,113
anxiety,308
stress,343
stressed,78
phobia,18
shame,616
hurt,251
disorder,52
loneliness,57
turmoil,32
anger,121
horror,95
rage,60
fate,125
nervous,106
restless,3
depression,244
grief,122
worry,436
worried,407
angst,3
depressed,61
suicide,116
suffer,317
suffering,630
uncertainty,221
uneasy,9
sadness,60
afraid,448
alone,631
suicidal,11
mood,64
tension,38
anxious,149
desperate,182
dismal,17
exhausted,96
insecure,37
distress,74
distressed,16
frustration,37
disgusting,297
boredom,44
bored,69
insane,163
stupidity,296
bullshit,371
uncertain,82
displeased,2
uncomfortable,126
melancholy,2
overwhelmed,204
pessimistic,15
unhappy,13
upset,88
outrage,105
ass,773
damn,741
covidiot,157
terrify,4
terrified,63
terrifying,91
distrust,21
scare,213
scared,337
scaring,28
dread,6
failed,930
failed,930
failure,1139
fuck,1166
fucking,1160
miserable,35
regret,55
shock,156
shocked,154
negligence,216
betrayed,24
cry,113
crying,115
idiot,535
idiots,460
selfish,484
upheaval,9
mess,304
crisis,3627
horrible,242
violence,442
abuse,187
rape,38
stupid,1207
