words,ocurrences
panic,285
fear,998
sad,1180
mental,1864
mind,667
sorry,707
shame,499
hate,731
hell,919
bad,2044
feel,1300
feeling,405
shit,1710
worst,1392
worse,1549
blame,576
lonely,54
chaos,177
mad,262
ruined,99
anxiety,439
stress,432
stressed,84
phobia,7
shame,499
hurt,242
disorder,190
loneliness,72
turmoil,38
anger,89
horror,84
rage,92
fate,34
nervous,71
restless,2
depression,311
grief,115
worry,545
worried,698
angst,4
depressed,39
suicide,247
suffer,304
suffering,561
uncertainty,191
uneasy,12
sadness,30
afraid,257
alone,633
suicidal,16
mood,43
tension,20
anxious,64
desperate,108
dismal,16
exhausted,72
insecure,10
distress,74
distressed,9
frustration,30
disgusting,240
boredom,14
bored,43
insane,319
stupidity,189
bullshit,360
uncertain,80
displeased,0
uncomfortable,40
melancholy,0
overwhelmed,382
pessimistic,6
unhappy,18
upset,124
outrage,40
ass,635
damn,1269
covidiot,49
terrify,6
terrified,67
terrifying,185
distrust,16
scare,197
scared,255
scaring,21
dread,15
failed,1271
failed,1271
failure,669
fuck,1546
fucking,1236
miserable,42
regret,40
shock,96
shocked,160
negligence,181
betrayed,13
cry,106
crying,153
idiot,492
idiots,344
selfish,352
upheaval,20
mess,314
crisis,2237
horrible,269
violence,203
abuse,264
rape,21
stupid,932
