words,ocurrences
panic,88
fear,516
sad,417
mental,540
mind,301
sorry,268
shame,240
hate,246
hell,272
bad,684
feel,671
feeling,271
shit,439
worst,428
worse,452
blame,251
lonely,26
chaos,106
mad,89
ruined,44
anxiety,134
stress,194
stressed,47
phobia,5
shame,240
hurt,114
disorder,30
loneliness,51
turmoil,7
anger,48
horror,38
rage,19
fate,33
nervous,41
restless,0
depression,84
grief,74
worry,260
worried,171
angst,6
depressed,17
suicide,73
suffer,131
suffering,263
uncertainty,76
uneasy,4
sadness,26
afraid,139
alone,294
suicidal,8
mood,27
tension,11
anxious,40
desperate,54
dismal,9
exhausted,36
insecure,3
distress,29
distressed,3
frustration,72
disgusting,109
boredom,15
bored,21
insane,102
stupidity,104
bullshit,125
uncertain,32
displeased,1
uncomfortable,17
melancholy,0
overwhelmed,73
pessimistic,1
unhappy,5
upset,55
outrage,21
ass,131
damn,258
covidiot,20
terrify,2
terrified,20
terrifying,31
distrust,5
scare,64
scared,132
scaring,5
dread,9
failed,252
failed,252
failure,396
fuck,438
fucking,346
miserable,20
regret,38
shock,66
shocked,66
negligence,50
betrayed,7
cry,60
crying,52
idiot,152
idiots,122
selfish,110
upheaval,12
mess,92
crisis,1201
horrible,77
violence,164
abuse,103
rape,15
stupid,385
