words,ocurrences
panic,271
fear,842
sad,770
mental,393
mind,436
sorry,717
shame,337
hate,485
hell,668
bad,1510
feel,930
feeling,331
shit,1137
worst,850
worse,1001
blame,473
lonely,26
chaos,169
mad,141
ruined,296
anxiety,167
stress,168
stressed,103
phobia,2
shame,337
hurt,139
disorder,23
loneliness,34
turmoil,35
anger,57
horror,88
rage,279
fate,27
nervous,32
restless,57
depression,116
grief,87
worry,290
worried,476
angst,3
depressed,28
suicide,114
suffer,166
suffering,433
uncertainty,96
uneasy,4
sadness,38
afraid,203
alone,451
suicidal,6
mood,62
tension,22
anxious,29
desperate,123
dismal,28
exhausted,216
insecure,10
distress,19
distressed,5
frustration,36
disgusting,250
boredom,7
bored,29
insane,202
stupidity,230
bullshit,257
uncertain,78
displeased,2
uncomfortable,30
melancholy,1
overwhelmed,324
pessimistic,9
unhappy,14
upset,65
outrage,64
ass,377
damn,548
covidiot,277
terrify,3
terrified,43
terrifying,94
distrust,30
scare,116
scared,185
scaring,19
dread,12
failed,686
failed,686
failure,968
fuck,1372
fucking,991
miserable,40
regret,27
shock,74
shocked,87
negligence,139
betrayed,13
cry,79
crying,65
idiot,318
idiots,389
selfish,399
upheaval,9
mess,323
crisis,1147
horrible,223
violence,171
abuse,123
rape,20
stupid,702
