words,ocurrences
panic,29
fear,188
sad,125
mental,168
mind,206
sorry,139
shame,72
hate,88
hell,113
bad,443
feel,231
feeling,85
shit,201
worst,124
worse,249
blame,159
lonely,7
chaos,31
mad,31
ruined,11
anxiety,51
stress,48
stressed,10
phobia,2
shame,72
hurt,25
disorder,20
loneliness,7
turmoil,3
anger,14
horror,16
rage,6
fate,7
nervous,20
restless,2
depression,33
grief,15
worry,95
worried,72
angst,3
depressed,1
suicide,34
suffer,48
suffering,132
uncertainty,17
uneasy,0
sadness,4
afraid,65
alone,237
suicidal,4
mood,18
tension,6
anxious,13
desperate,22
dismal,3
exhausted,12
insecure,3
distress,11
distressed,0
frustration,9
disgusting,128
boredom,4
bored,9
insane,56
stupidity,38
bullshit,87
uncertain,21
displeased,0
uncomfortable,30
melancholy,0
overwhelmed,17
pessimistic,4
unhappy,3
upset,35
outrage,19
ass,53
damn,72
covidiot,12
terrify,4
terrified,9
terrifying,17
distrust,11
scare,16
scared,110
scaring,9
dread,3
failed,143
failed,143
failure,113
fuck,150
fucking,137
miserable,9
regret,26
shock,40
shocked,28
negligence,21
betrayed,1
cry,17
crying,18
idiot,72
idiots,75
selfish,58
upheaval,0
mess,25
crisis,391
horrible,72
violence,60
abuse,66
rape,18
stupid,194
