words,ocurrences
panic,151
fear,555
sad,466
mental,796
mind,370
sorry,334
shame,319
hate,421
hell,412
bad,926
feel,908
feeling,304
shit,719
worst,541
worse,483
blame,505
lonely,24
chaos,99
mad,103
ruined,33
anxiety,209
stress,267
stressed,33
phobia,4
shame,319
hurt,150
disorder,32
loneliness,80
turmoil,22
anger,53
horror,22
rage,35
fate,30
nervous,52
restless,2
depression,111
grief,72
worry,230
worried,243
angst,1
depressed,21
suicide,89
suffer,162
suffering,373
uncertainty,123
uneasy,12
sadness,40
afraid,189
alone,323
suicidal,5
mood,31
tension,8
anxious,45
desperate,96
dismal,5
exhausted,53
insecure,3
distress,37
distressed,2
frustration,73
disgusting,192
boredom,14
bored,21
insane,120
stupidity,120
bullshit,180
uncertain,58
displeased,0
uncomfortable,31
melancholy,1
overwhelmed,57
pessimistic,3
unhappy,8
upset,77
outrage,106
ass,334
damn,356
covidiot,287
terrify,0
terrified,26
terrifying,32
distrust,14
scare,75
scared,153
scaring,10
dread,10
failed,308
failed,308
failure,954
fuck,646
fucking,521
miserable,18
regret,22
shock,78
shocked,90
negligence,72
betrayed,3
cry,73
crying,89
idiot,283
idiots,145
selfish,129
upheaval,4
mess,128
crisis,1535
horrible,112
violence,245
abuse,166
rape,46
stupid,541
