words,ocurrences
panic,80
fear,202
sad,166
mental,168
mind,190
sorry,137
shame,88
hate,120
hell,130
bad,488
feel,287
feeling,112
shit,216
worst,154
worse,263
blame,129
lonely,8
chaos,18
mad,34
ruined,11
anxiety,63
stress,51
stressed,15
phobia,2
shame,88
hurt,40
disorder,30
loneliness,11
turmoil,5
anger,15
horror,10
rage,36
fate,10
nervous,11
restless,2
depression,35
grief,27
worry,99
worried,85
angst,1
depressed,8
suicide,20
suffer,53
suffering,103
uncertainty,22
uneasy,1
sadness,3
afraid,55
alone,118
suicidal,7
mood,10
tension,1
anxious,8
desperate,20
dismal,1
exhausted,15
insecure,3
distress,7
distressed,2
frustration,7
disgusting,114
boredom,2
bored,7
insane,62
stupidity,92
bullshit,103
uncertain,25
displeased,1
uncomfortable,3
melancholy,0
overwhelmed,26
pessimistic,1
unhappy,1
upset,19
outrage,10
ass,85
damn,146
covidiot,19
terrify,2
terrified,11
terrifying,13
distrust,9
scare,47
scared,56
scaring,4
dread,5
failed,109
failed,109
failure,121
fuck,247
fucking,211
miserable,16
regret,52
shock,34
shocked,29
negligence,36
betrayed,1
cry,25
crying,12
idiot,82
idiots,113
selfish,85
upheaval,1
mess,47
crisis,305
horrible,36
violence,58
abuse,53
rape,31
stupid,278
