words,ocurrences
panic,170
fear,859
sad,836
mental,807
mind,629
sorry,664
shame,558
hate,536
hell,728
bad,1613
feel,1334
feeling,491
shit,1423
worst,1022
worse,1276
blame,528
lonely,135
chaos,141
mad,213
ruined,64
anxiety,269
stress,412
stressed,93
phobia,8
shame,558
hurt,195
disorder,58
loneliness,78
turmoil,18
anger,60
horror,72
rage,65
fate,56
nervous,66
restless,3
depression,239
grief,141
worry,405
worried,673
angst,7
depressed,36
suicide,184
suffer,250
suffering,554
uncertainty,195
uneasy,9
sadness,39
afraid,219
alone,585
suicidal,17
mood,56
tension,18
anxious,65
desperate,262
dismal,6
exhausted,56
insecure,26
distress,74
distressed,7
frustration,34
disgusting,287
boredom,30
bored,46
insane,215
stupidity,213
bullshit,333
uncertain,111
displeased,2
uncomfortable,27
melancholy,0
overwhelmed,189
pessimistic,11
unhappy,18
upset,80
outrage,48
ass,519
damn,841
covidiot,84
terrify,8
terrified,50
terrifying,111
distrust,49
scare,195
scared,220
scaring,11
dread,23
failed,651
failed,651
failure,684
fuck,1307
fucking,1123
miserable,54
regret,44
shock,141
shocked,148
negligence,129
betrayed,19
cry,174
crying,171
idiot,368
idiots,372
selfish,342
upheaval,20
mess,247
crisis,2580
horrible,234
violence,512
abuse,320
stupid,852
