words,ocurrences
panic,240
fear,1145
sad,1725
mental,1391
mind,925
sorry,1251
shame,986
hate,967
hell,1401
bad,2741
feel,1836
feeling,542
shit,2388
worst,1269
worse,2074
blame,760
lonely,59
chaos,221
mad,330
ruined,97
anxiety,397
stress,718
stressed,115
phobia,1
shame,986
hurt,314
disorder,124
loneliness,79
turmoil,19
anger,95
horror,135
rage,151
fate,65
nervous,55
restless,3
depression,237
grief,173
worry,650
worried,823
angst,5
depressed,62
suicide,271
suffer,383
suffering,832
uncertainty,203
uneasy,66
sadness,58
afraid,355
alone,867
suicidal,64
mood,102
tension,15
anxious,106
desperate,146
dismal,4
exhausted,412
insecure,31
distress,61
distressed,18
frustration,35
disgusting,628
boredom,10
bored,66
insane,426
stupidity,377
bullshit,551
uncertain,107
displeased,0
uncomfortable,107
melancholy,0
overwhelmed,377
pessimistic,15
unhappy,21
upset,157
outrage,69
ass,1102
damn,1684
covidiot,117
terrify,7
terrified,71
terrifying,163
distrust,32
scare,210
scared,312
scaring,30
dread,19
failed,889
failed,889
failure,811
fuck,2319
fucking,2133
miserable,61
regret,114
shock,158
shocked,293
negligence,262
betrayed,31
cry,203
crying,246
idiot,1171
idiots,558
selfish,1110
upheaval,14
mess,358
crisis,2798
horrible,534
violence,261
abuse,256
rape,23
stupid,1521
