words,ocurrences
panic,48
fear,254
sad,167
mental,317
mind,254
sorry,196
shame,114
hate,141
hell,259
bad,401
feel,330
feeling,130
shit,265
worst,214
worse,320
blame,157
lonely,3
chaos,27
mad,50
ruined,13
anxiety,75
stress,106
stressed,25
phobia,0
shame,114
hurt,57
disorder,26
loneliness,15
turmoil,5
anger,20
horror,24
rage,26
fate,8
nervous,17
restless,0
depression,32
grief,28
worry,101
worried,165
angst,2
depressed,6
suicide,42
suffer,88
suffering,129
uncertainty,42
uneasy,2
sadness,4
afraid,76
alone,186
suicidal,9
mood,20
tension,7
anxious,17
desperate,25
dismal,4
exhausted,18
insecure,6
distress,17
distressed,3
frustration,4
disgusting,211
boredom,2
bored,4
insane,107
stupidity,40
bullshit,107
uncertain,29
displeased,0
uncomfortable,9
melancholy,0
overwhelmed,35
pessimistic,3
unhappy,11
upset,16
outrage,8
ass,92
damn,139
covidiot,16
terrify,1
terrified,10
terrifying,17
distrust,11
scare,48
scared,61
scaring,19
dread,8
failed,184
failed,184
failure,153
fuck,266
fucking,233
miserable,6
regret,21
shock,33
shocked,31
negligence,65
betrayed,3
cry,41
crying,50
idiot,82
idiots,89
selfish,176
upheaval,4
mess,72
crisis,545
horrible,57
violence,134
abuse,167
rape,9
stupid,228
