words,ocurrences
panic,237
fear,850
sad,916
mental,830
mind,583
sorry,767
shame,312
hate,592
hell,646
bad,1362
feel,951
feeling,374
shit,1250
worst,699
worse,977
blame,452
lonely,23
chaos,248
mad,176
ruined,59
anxiety,370
stress,602
stressed,141
phobia,3
shame,312
hurt,201
disorder,38
loneliness,65
turmoil,20
anger,57
horror,59
rage,44
fate,45
nervous,42
restless,4
depression,202
grief,64
worry,406
worried,661
angst,8
depressed,19
suicide,90
suffer,241
suffering,341
uncertainty,355
uneasy,5
sadness,34
afraid,194
alone,452
suicidal,6
mood,63
tension,18
anxious,76
desperate,62
dismal,10
exhausted,44
insecure,15
distress,43
distressed,15
frustration,26
disgusting,191
boredom,5
bored,30
insane,338
stupidity,152
bullshit,218
uncertain,137
displeased,1
uncomfortable,25
melancholy,0
overwhelmed,147
pessimistic,9
unhappy,10
upset,69
outrage,21
ass,395
damn,644
covidiot,118
terrify,2
terrified,87
terrifying,80
distrust,13
scare,93
scared,210
scaring,15
dread,11
failed,600
failed,600
failure,424
fuck,1390
fucking,1092
miserable,23
regret,40
shock,94
shocked,129
negligence,72
betrayed,11
cry,127
crying,124
idiot,284
idiots,248
selfish,149
upheaval,10
mess,215
crisis,1868
horrible,185
violence,221
abuse,115
rape,26
stupid,837
