words,ocurrences
panic,125
fear,553
sad,397
mental,343
mind,271
sorry,350
shame,195
hate,319
hell,367
bad,815
feel,762
feeling,201
shit,615
worst,475
worse,591
blame,441
lonely,12
chaos,1229
mad,89
ruined,23
anxiety,133
stress,153
stressed,48
phobia,1
shame,195
hurt,89
disorder,43
loneliness,11
turmoil,12
anger,41
horror,50
rage,7
fate,216
nervous,32
restless,0
depression,67
grief,56
worry,243
worried,642
angst,3
depressed,23
suicide,92
suffer,187
suffering,321
uncertainty,82
uneasy,4
sadness,13
afraid,147
alone,766
suicidal,13
mood,24
tension,3
anxious,40
desperate,60
dismal,1
exhausted,31
insecure,7
distress,19
distressed,6
frustration,41
disgusting,76
boredom,5
bored,16
insane,119
stupidity,187
bullshit,197
uncertain,36
displeased,1
uncomfortable,15
melancholy,0
overwhelmed,75
pessimistic,3
unhappy,7
upset,44
outrage,29
ass,199
damn,320
covidiot,30
terrify,3
terrified,30
terrifying,61
distrust,23
scare,131
scared,180
scaring,25
dread,3
failed,368
failed,368
failure,236
fuck,593
fucking,540
miserable,31
regret,44
shock,71
shocked,110
negligence,72
betrayed,4
cry,92
crying,92
idiot,190
idiots,223
selfish,150
upheaval,4
mess,109
crisis,1131
horrible,83
violence,185
abuse,84
rape,17
stupid,667
