words,ocurrences
panic,119
fear,448
sad,264
mental,521
mind,273
sorry,218
shame,198
hate,239
hell,264
bad,528
feel,530
feeling,191
shit,385
worst,543
worse,427
blame,292
lonely,21
chaos,62
mad,70
ruined,49
anxiety,164
stress,201
stressed,31
phobia,8
shame,198
hurt,86
disorder,26
loneliness,27
turmoil,13
anger,47
horror,36
rage,17
fate,16
nervous,19
restless,1
depression,72
grief,165
worry,163
worried,214
angst,1
depressed,17
suicide,34
suffer,102
suffering,329
uncertainty,90
uneasy,0
sadness,14
afraid,151
alone,252
suicidal,11
mood,19
tension,13
anxious,41
desperate,36
dismal,10
exhausted,38
insecure,4
distress,41
distressed,4
frustration,15
disgusting,81
boredom,6
bored,12
insane,57
stupidity,84
bullshit,171
uncertain,53
displeased,2
uncomfortable,9
melancholy,0
overwhelmed,57
pessimistic,2
unhappy,21
upset,38
outrage,22
ass,104
damn,195
covidiot,12
terrify,2
terrified,91
terrifying,32
distrust,7
scare,84
scared,133
scaring,8
dread,3
failed,289
failed,289
failure,240
fuck,433
fucking,290
miserable,27
regret,32
shock,55
shocked,51
negligence,37
betrayed,10
cry,34
crying,37
idiot,105
idiots,99
selfish,50
upheaval,8
mess,85
crisis,1043
horrible,62
violence,281
abuse,107
rape,7
stupid,584
