words,ocurrences
panic,131
fear,592
sad,1774
mental,420
mind,448
sorry,486
shame,383
hate,433
hell,527
bad,1105
feel,916
feeling,375
shit,1087
worst,728
worse,849
blame,410
lonely,32
chaos,84
mad,145
ruined,57
anxiety,181
stress,226
stressed,93
phobia,4
shame,383
hurt,122
disorder,32
loneliness,33
turmoil,14
anger,44
horror,44
rage,83
fate,57
nervous,32
restless,1
depression,111
grief,111
worry,400
worried,495
angst,4
depressed,21
suicide,112
suffer,207
suffering,655
uncertainty,81
uneasy,9
sadness,46
afraid,179
alone,420
suicidal,14
mood,43
tension,20
anxious,40
desperate,79
dismal,6
exhausted,68
insecure,10
distress,84
distressed,1
frustration,19
disgusting,234
boredom,30
bored,25
insane,149
stupidity,153
bullshit,243
uncertain,41
displeased,0
uncomfortable,76
melancholy,1
overwhelmed,91
pessimistic,3
unhappy,2
upset,75
outrage,24
ass,392
damn,1010
covidiot,84
terrify,3
terrified,48
terrifying,140
distrust,44
scare,104
scared,183
scaring,21
dread,5
failed,521
failed,521
failure,341
fuck,923
fucking,700
miserable,25
regret,28
shock,61
shocked,101
negligence,119
betrayed,12
cry,79
crying,83
idiot,306
idiots,274
selfish,216
upheaval,6
mess,144
crisis,1262
horrible,217
violence,146
abuse,110
rape,18
stupid,610
