words,ocurrences
panic,395
fear,1828
sad,1734
mental,2714
mind,1292
sorry,1435
shame,976
hate,1284
hell,1247
bad,2861
feel,2833
feeling,766
shit,2846
worst,1879
worse,1802
blame,1705
lonely,58
chaos,337
mad,474
ruined,177
anxiety,771
stress,846
stressed,171
phobia,11
shame,976
hurt,433
disorder,77
loneliness,109
turmoil,164
anger,145
horror,169
rage,85
fate,116
nervous,119
restless,13
depression,523
grief,226
worry,721
worried,858
angst,13
depressed,84
suicide,289
suffer,442
suffering,957
uncertainty,539
uneasy,19
sadness,55
afraid,978
alone,1334
suicidal,37
mood,148
tension,60
anxious,260
desperate,285
dismal,26
exhausted,61
insecure,33
distress,164
distressed,38
frustration,84
disgusting,691
boredom,61
bored,161
insane,326
stupidity,416
bullshit,650
uncertain,377
displeased,2
uncomfortable,80
melancholy,3
overwhelmed,255
pessimistic,26
unhappy,37
upset,200
outrage,239
ass,1682
damn,1278
covidiot,148
terrify,63
terrified,68
terrifying,154
distrust,32
scare,267
scared,486
scaring,76
dread,22
failed,1266
failed,1266
failure,1131
fuck,2317
fucking,1974
miserable,79
regret,172
shock,327
shocked,361
negligence,242
betrayed,33
cry,258
crying,196
idiot,779
idiots,587
selfish,413
upheaval,25
mess,429
crisis,12064
horrible,453
violence,760
abuse,552
rape,107
stupid,1549
