words,ocurrences
panic,721
fear,1934
sad,2350
mental,1317
mind,1197
sorry,1761
shame,943
hate,1109
hell,1173
bad,2839
feel,2678
feeling,1046
shit,2588
worst,1964
worse,1953
blame,1859
lonely,190
chaos,422
mad,403
ruined,199
anxiety,785
stress,905
stressed,150
phobia,9
shame,943
hurt,389
disorder,90
loneliness,106
turmoil,65
anger,296
horror,156
rage,91
fate,102
nervous,73
restless,18
depression,522
grief,212
worry,937
worried,882
angst,12
depressed,74
suicide,341
suffer,447
suffering,1152
uncertainty,563
uneasy,9
sadness,61
afraid,451
alone,1383
suicidal,40
mood,147
tension,55
anxious,225
desperate,474
dismal,18
exhausted,63
insecure,138
distress,164
distressed,36
frustration,111
disgusting,588
boredom,132
bored,249
insane,395
stupidity,408
bullshit,667
uncertain,348
displeased,9
uncomfortable,71
melancholy,1
overwhelmed,424
pessimistic,24
unhappy,27
upset,195
outrage,162
ass,1056
damn,1720
covidiot,146
terrify,47
terrified,179
terrifying,213
distrust,33
scare,390
scared,477
scaring,36
dread,22
failed,1467
failed,1467
failure,1427
fuck,1998
fucking,1580
miserable,46
regret,145
shock,204
shocked,228
negligence,242
betrayed,26
cry,299
crying,247
idiot,925
idiots,521
selfish,278
upheaval,33
mess,390
crisis,11915
horrible,440
violence,691
abuse,567
rape,63
stupid,1509
