words,ocurrences
panic,534
fear,1680
sad,1033
mental,1339
mind,956
sorry,1034
shame,666
hate,937
hell,947
bad,2688
feel,2143
feeling,594
shit,2146
worst,1392
worse,1558
blame,1102
lonely,96
chaos,264
mad,259
ruined,109
anxiety,458
stress,764
stressed,96
phobia,2
shame,666
hurt,367
disorder,61
loneliness,185
turmoil,44
anger,119
horror,139
rage,192
fate,50
nervous,96
restless,7
depression,274
grief,84
worry,663
worried,889
angst,11
depressed,84
suicide,131
suffer,441
suffering,654
uncertainty,319
uneasy,11
sadness,39
afraid,440
alone,716
suicidal,16
mood,78
tension,59
anxious,116
desperate,215
dismal,24
exhausted,64
insecure,30
distress,81
distressed,13
frustration,64
disgusting,424
boredom,49
bored,168
insane,322
stupidity,431
bullshit,616
uncertain,278
displeased,1
uncomfortable,90
melancholy,1
overwhelmed,185
pessimistic,12
unhappy,34
upset,160
outrage,121
ass,1081
damn,1201
covidiot,137
terrify,6
terrified,68
terrifying,111
distrust,25
scare,250
scared,500
scaring,30
dread,17
failed,1183
failed,1183
failure,1080
fuck,1672
fucking,1806
miserable,56
regret,253
shock,240
shocked,220
negligence,413
betrayed,20
cry,127
crying,209
idiot,1049
idiots,506
selfish,416
upheaval,38
mess,325
crisis,6596
horrible,268
violence,649
abuse,325
rape,82
stupid,1960
