words,ocurrences
panic,360
fear,1452
sad,1070
mental,661
mind,719
sorry,736
shame,783
hate,782
hell,722
bad,1874
feel,1162
feeling,390
shit,1294
worst,1205
worse,1727
blame,888
lonely,23
chaos,307
mad,382
ruined,94
anxiety,262
stress,266
stressed,39
phobia,2
shame,783
hurt,210
disorder,69
loneliness,38
turmoil,16
anger,104
horror,106
rage,48
fate,137
nervous,29
restless,3
depression,192
grief,70
worry,470
worried,706
angst,5
depressed,30
suicide,147
suffer,351
suffering,675
uncertainty,102
uneasy,7
sadness,33
afraid,326
alone,622
suicidal,14
mood,54
tension,37
anxious,44
desperate,196
dismal,20
exhausted,89
insecure,13
distress,47
distressed,5
frustration,40
disgusting,365
boredom,10
bored,95
insane,318
stupidity,288
bullshit,384
uncertain,59
displeased,0
uncomfortable,34
melancholy,0
overwhelmed,189
pessimistic,5
unhappy,13
upset,108
outrage,82
ass,483
damn,905
covidiot,124
terrify,2
terrified,53
terrifying,113
distrust,19
scare,191
scared,293
scaring,33
dread,15
failed,1063
failed,1063
failure,971
fuck,1138
fucking,983
miserable,36
regret,40
shock,124
shocked,142
negligence,329
betrayed,13
cry,162
crying,235
idiot,675
idiots,438
selfish,438
upheaval,10
mess,222
crisis,2165
horrible,221
violence,208
abuse,160
rape,58
stupid,1299
