words,ocurrences
panic,50
fear,341
sad,297
mental,215
mind,203
sorry,232
shame,148
hate,169
hell,242
bad,485
feel,489
feeling,135
shit,374
worst,309
worse,465
blame,284
lonely,5
chaos,118
mad,67
ruined,23
anxiety,81
stress,89
stressed,35
phobia,0
shame,148
hurt,76
disorder,16
loneliness,9
turmoil,2
anger,53
horror,23
rage,15
fate,32
nervous,40
restless,4
depression,57
grief,60
worry,173
worried,166
angst,6
depressed,6
suicide,63
suffer,109
suffering,183
uncertainty,55
uneasy,1
sadness,7
afraid,69
alone,205
suicidal,9
mood,13
tension,7
anxious,17
desperate,39
dismal,5
exhausted,28
insecure,5
distress,12
distressed,3
frustration,35
disgusting,75
boredom,0
bored,7
insane,90
stupidity,88
bullshit,155
uncertain,25
displeased,0
uncomfortable,14
melancholy,0
overwhelmed,91
pessimistic,1
unhappy,5
upset,27
outrage,47
ass,156
damn,241
covidiot,22
terrify,2
terrified,13
terrifying,34
distrust,16
scare,71
scared,116
scaring,3
dread,9
failed,257
failed,257
failure,200
fuck,355
fucking,276
miserable,7
regret,30
shock,35
shocked,51
negligence,38
betrayed,3
cry,56
crying,40
idiot,128
idiots,176
selfish,96
upheaval,5
mess,77
crisis,740
horrible,96
violence,74
abuse,47
rape,15
stupid,393
