words,ocurrences
panic,82
fear,612
sad,453
mental,438
mind,366
sorry,391
shame,247
hate,284
hell,447
bad,937
feel,727
feeling,210
shit,815
worst,404
worse,727
blame,351
lonely,16
chaos,76
mad,121
ruined,26
anxiety,149
stress,149
stressed,32
phobia,6
shame,247
hurt,85
disorder,28
loneliness,10
turmoil,10
anger,48
horror,71
rage,33
fate,23
nervous,43
restless,0
depression,63
grief,60
worry,296
worried,228
angst,1
depressed,13
suicide,45
suffer,153
suffering,215
uncertainty,146
uneasy,1
sadness,28
afraid,152
alone,290
suicidal,5
mood,23
tension,12
anxious,28
desperate,88
dismal,8
exhausted,58
insecure,3
distress,26
distressed,6
frustration,30
disgusting,115
boredom,7
bored,9
insane,136
stupidity,161
bullshit,265
uncertain,36
displeased,1
uncomfortable,12
melancholy,0
overwhelmed,218
pessimistic,3
unhappy,7
upset,53
outrage,30
ass,257
damn,444
covidiot,39
terrify,2
terrified,34
terrifying,62
distrust,27
scare,89
scared,144
scaring,12
dread,6
failed,306
failed,306
failure,341
fuck,628
fucking,567
miserable,20
regret,65
shock,44
shocked,118
negligence,55
betrayed,5
cry,44
crying,60
idiot,243
idiots,274
selfish,177
upheaval,8
mess,121
crisis,1249
horrible,127
violence,191
abuse,84
rape,17
stupid,735
