words,ocurrences
panic,269
fear,1015
sad,1095
mental,1003
mind,756
sorry,874
shame,523
hate,593
hell,734
bad,2513
feel,1683
feeling,508
shit,1424
worst,936
worse,1184
blame,620
lonely,102
chaos,321
mad,235
ruined,107
anxiety,343
stress,391
stressed,92
phobia,5
shame,523
hurt,401
disorder,54
loneliness,84
turmoil,22
anger,82
horror,162
rage,134
fate,55
nervous,49
restless,2
depression,206
grief,119
worry,429
worried,816
angst,13
depressed,38
suicide,193
suffer,292
suffering,588
uncertainty,211
uneasy,3
sadness,47
afraid,267
alone,721
suicidal,25
mood,55
tension,14
anxious,69
desperate,211
dismal,16
exhausted,133
insecure,51
distress,70
distressed,15
frustration,50
disgusting,285
boredom,14
bored,26
insane,216
stupidity,193
bullshit,350
uncertain,93
displeased,0
uncomfortable,42
melancholy,0
overwhelmed,333
pessimistic,15
unhappy,14
upset,93
outrage,131
ass,632
damn,1043
covidiot,121
terrify,5
terrified,57
terrifying,100
distrust,25
scare,264
scared,338
scaring,18
dread,25
failed,693
failed,693
failure,654
fuck,1421
fucking,1103
miserable,64
regret,49
shock,102
shocked,125
negligence,205
betrayed,4
cry,141
crying,138
idiot,430
idiots,456
selfish,513
upheaval,11
mess,280
crisis,2840
horrible,260
violence,482
abuse,197
rape,35
stupid,1004
