words,ocurrences
panic,217
fear,805
sad,339
mental,338
mind,368
sorry,310
shame,207
hate,289
hell,391
bad,918
feel,732
feeling,350
shit,787
worst,437
worse,541
blame,472
lonely,11
chaos,108
mad,95
ruined,62
anxiety,130
stress,202
stressed,41
phobia,2
shame,207
hurt,71
disorder,19
loneliness,21
turmoil,10
anger,27
horror,27
rage,34
fate,29
nervous,26
restless,1
depression,57
grief,33
worry,209
worried,304
angst,25
depressed,16
suicide,91
suffer,127
suffering,203
uncertainty,387
uneasy,4
sadness,12
afraid,134
alone,310
suicidal,6
mood,58
tension,7
anxious,38
desperate,72
dismal,10
exhausted,71
insecure,8
distress,16
distressed,4
frustration,63
disgusting,109
boredom,2
bored,12
insane,130
stupidity,112
bullshit,235
uncertain,45
displeased,0
uncomfortable,17
melancholy,0
overwhelmed,380
pessimistic,17
unhappy,7
upset,43
outrage,23
ass,213
damn,307
covidiot,65
terrify,1
terrified,28
terrifying,32
distrust,15
scare,172
scared,144
scaring,21
dread,12
failed,344
failed,344
failure,259
fuck,624
fucking,510
miserable,25
regret,29
shock,54
shocked,72
negligence,43
betrayed,11
cry,46
crying,49
idiot,208
idiots,172
selfish,128
upheaval,3
mess,114
crisis,679
horrible,125
violence,163
abuse,68
rape,11
stupid,472
