words,ocurrences
panic,255
fear,1250
sad,1090
mental,545
mind,806
sorry,835
shame,595
hate,788
hell,854
bad,1943
feel,1560
feeling,441
shit,1567
worst,1538
worse,1511
blame,1359
lonely,42
chaos,206
mad,260
ruined,132
anxiety,313
stress,315
stressed,78
phobia,5
shame,595
hurt,332
disorder,94
loneliness,19
turmoil,35
anger,81
horror,103
rage,66
fate,79
nervous,57
restless,7
depression,305
grief,82
worry,547
worried,644
angst,3
depressed,40
suicide,184
suffer,323
suffering,608
uncertainty,246
uneasy,6
sadness,41
afraid,317
alone,718
suicidal,18
mood,74
tension,26
anxious,85
desperate,176
dismal,19
exhausted,78
insecure,29
distress,72
distressed,17
frustration,79
disgusting,311
boredom,18
bored,75
insane,260
stupidity,795
bullshit,391
uncertain,77
displeased,1
uncomfortable,52
melancholy,2
overwhelmed,136
pessimistic,8
unhappy,16
upset,122
outrage,59
ass,700
damn,963
covidiot,272
terrify,7
terrified,69
terrifying,101
distrust,69
scare,163
scared,664
scaring,24
dread,23
failed,1156
failed,1156
failure,842
fuck,1498
fucking,1345
miserable,46
regret,61
shock,126
shocked,294
negligence,215
betrayed,18
cry,114
crying,114
idiot,766
idiots,772
selfish,432
upheaval,9
mess,333
crisis,2896
horrible,241
violence,302
abuse,243
rape,68
stupid,1942
