words,ocurrences
panic,89
fear,622
sad,396
mental,785
mind,352
sorry,328
shame,270
hate,610
hell,386
bad,841
feel,841
feeling,367
shit,609
worst,520
worse,589
blame,316
lonely,171
chaos,138
mad,96
ruined,28
anxiety,259
stress,224
stressed,60
phobia,5
shame,270
hurt,112
disorder,54
loneliness,128
turmoil,11
anger,48
horror,35
rage,59
fate,29
nervous,44
restless,2
depression,108
grief,132
worry,230
worried,335
angst,2
depressed,17
suicide,113
suffer,515
suffering,248
uncertainty,129
uneasy,11
sadness,49
afraid,147
alone,414
suicidal,5
mood,28
tension,10
anxious,53
desperate,79
dismal,7
exhausted,35
insecure,16
distress,42
distressed,1
frustration,36
disgusting,98
boredom,8
bored,32
insane,89
stupidity,81
bullshit,161
uncertain,55
displeased,0
uncomfortable,20
melancholy,4
overwhelmed,88
pessimistic,8
unhappy,7
upset,35
outrage,56
ass,167
damn,307
covidiot,33
terrify,2
terrified,27
terrifying,54
distrust,34
scare,87
scared,126
scaring,17
dread,7
failed,299
failed,299
failure,394
fuck,558
fucking,611
miserable,16
regret,42
shock,93
shocked,79
negligence,52
betrayed,7
cry,66
crying,74
idiot,108
idiots,135
selfish,108
upheaval,12
mess,131
crisis,1535
horrible,93
violence,470
abuse,253
rape,44
stupid,339
